rid,graph_1,graph_2,cat_1,cat_2,type_cstr_1,cstr_1,type_cstr_2,cstr_2,complexite,orientation
r78654,logocentrisme,centre,Nm,Nm,pre-suf,logoXisme,NA,X,motiv-sem,des2as
r78655,logomorphisme,forme,Nm,Nf,pre-suf,logoXisme,NA,X,motiv-sem,des2as
r78807,microgénitalisme,génital,Nm,Adj,pre-suf,microXisme,NA,X,motiv-sem,des2as
r78817,misonéisme,nouveau,Nm,Adj,pre-suf,misoXisme,NA,X,motiv-sem,des2as
r78818,misonéisme,nouveau,Nm,Nm,pre-suf,misoXisme,NA,X,motiv-sem,des2as
r78847,monocaméralisme,chambre,Nm,Nf,pre-suf,monoXalisme,NA,X,motiv-sem,des2as
r78848,monocamérisme,chambre,Nm,Nf,pre-suf,monoXisme,NA,X,motiv-sem,des2as
r78849,monocentrisme,centre,Nm,Nm,pre-suf,monoXisme,NA,X,motiv-sem,des2as
r78851,monogénisme,origine,Nm,Nf,pre-suf,monoXisme,NA,X,motiv-sem,des2as
r78852,monoidéisme,idée,Nm,Nf,pre-suf,monoXisme,NA,X,motiv-sem,des2as
r78859,monométallisme,métal,Nm,Nm,pre-suf,monoXisme,NA,X,motiv-sem,des2as
r78860,monopartisme,parti,Nm,Nm,pre-suf,monoXisme,NA,X,motiv-sem,des2as
r78862,monophysisme,nature,Nm,Nf,pre-suf,monoXisme,NA,X,motiv-sem,des2as
r78864,monothéisme,dieu,Nm,Nm,pre-suf,monoXisme,NA,X,motiv-sem,des2as
r78865,monothélisme,vouloir,Nm,V,pre-suf,monoXisme,NA,X,motiv-sem,des2as
r78868,monothématisme,thème,Nm,Nm,pre-suf,monoXatisme,NA,X,motiv-sem,des2as
r78869,monoïdéisme,idée,Nm,Nf,pre-suf,monoXisme,NA,X,motiv-sem,des2as
r78896,multipartisme,parti,Nm,Nm,pre-suf,multiXisme,NA,X,motiv-sem,des2as
r78936,métachronisme,temps,Nm,Nm,pre-suf,métaXisme,NA,X,motiv-sem,des2as
r78938,métamorphisme,forme,Nm,Nf,pre-suf,métaXisme,NA,X,motiv-sem,des2as
r78940,métasomatisme,corps,Nm,Nm,pre-suf,métaXisme,NA,X,motiv-sem,des2as
r79040,néographisme,écriture,Nm,Nf,pre-suf,néoXisme,NA,X,motiv-sem,des2as
r79090,orthomorphisme,forme,Nm,Nf,pre-suf,orthoXisme,NA,X,motiv-sem,des2as
r79127,pancosmisme,monde,Nm,Nm,pre-suf,panXisme,NA,X,motiv-sem,des2as
r79128,pandéisme,Dieu,Nm,Npx,pre-suf,panXisme,NA,X,motiv-sem,des2as
r79129,panenthéisme,Dieu,Nm,Nm,pre-suf,panenXisme,NA,X,motiv-sem,des2as
r79132,panjurisme,droit,Nm,Nm,pre-suf,panXisme,NA,X,motiv-sem,des2as
r79133,panmorphisme,forme,Nm,Nf,pre-suf,panXisme,NA,X,motiv-sem,des2as
r79134,panmuflisme,mufle,Nm,Nm,pre-suf,panXisme,NA,X,motiv-sem,des2as
r79136,panpsychisme,esprit,Nm,Nm,pre-suf,panXisme,NA,X,motiv-sem,des2as
r79137,pansexualisme,sexuel,Nm,Adj,pre-suf,panXisme,NA,X,motiv-sem,des2as
r79144,panthéisme,Dieu,Nm,Npx,pre-suf,panXisme,NA,X,motiv-sem,des2as
r79148,parachronisme,temps,Nm,Nm,pre-suf,paraXisme,NA,X,motiv-sem,des2as
r79152,paralogisme,raisonner,Nm,V,pre-suf,paraXisme,NA,X,motiv-sem,des2as
r79155,paramorphisme,forme,Nm,Nf,pre-suf,paraXisme,NA,X,motiv-sem,des2as
r79299,polyallélisme,allèle,Nm,Nm,pre-suf,polyXisme,NA,X,motiv-sem,des2as
r79300,polycentrisme,centre,Nm,Nm,pre-suf,polyXisme,NA,X,motiv-sem,des2as
r79301,polychroïsme,colorer,Nm,V,pre-suf,polyXisme,NA,X,motiv-sem,des2as
r79302,polyculturalisme,culture,Nm,Nf,pre-suf,polyXalisme,NA,X,motiv-sem,des2as
r79307,polygénisme,origine,Nm,Nf,pre-suf,polyXisme,NA,X,motiv-sem,des2as
r79315,polythéisme,dieu,Nm,Nm,pre-suf,polyXisme,NA,X,motiv-sem,des2as
r79318,polythéïsme,dieu,Nm,Nm,pre-suf,polyXisme,NA,X,motiv-sem,des2as
r79320,polytopisme,lieu,Nm,Nm,pre-suf,polyXisme,NA,X,motiv-sem,des2as
r79353,prochronisme,temps,Nm,Nm,pre-suf,proXisme,NA,X,motiv-sem,des2as
r79615,septennalisme,année,Nm,Nf,pre-suf,septXisme,NA,X,motiv-sem,des2as
r79734,supernaturalisme,naturel,Nm,Adj,pre-suf,superXisme,NA,X,motiv-sem,des2as
r79737,supranaturalisme,naturel,Nm,Adj,pre-suf,supraXisme,NA,X,motiv-sem,des2as
r79742,suradultisme,adulte,Nm,Adj,pre-suf,surXisme,NA,X,motiv-sem,des2as
r79743,suradultisme,adulte,Nm,Nm,pre-suf,surXisme,NA,X,motiv-sem,des2as
r79744,surnaturalisme,naturel,Nm,Adj,pre-suf,surXisme,NA,X,motiv-sem,des2as
r79746,surprésentéisme,présent,Nm,Adj,pre-suf,surXéisme,NA,X,motiv-sem,des2as
r79764,symphalangisme,phalange,Nm,Nf,pre-suf,symXisme,NA,X,motiv-sem,des2as
r79876,tonotactisme,déplacer,Nm,V,pre-suf,tonoXisme,NA,X,motiv-sem,des2as
r79900,translinguisme,langue,Nm,Nf,pre-suf,transXisme,NA,X,motiv-sem,des2as
r79908,trichroïsme,colorer,Nm,V,pre-suf,triXisme,NA,X,motiv-sem,des2as
r79914,tripartisme,parti,Nm,Nm,pre-suf,triXisme,NA,X,motiv-sem,des2as
r79915,trithéisme,dieu,Nm,Nm,pre-suf,triXisme,NA,X,motiv-sem,des2as
r79953,unicaméralisme,chambre,Nm,Nf,pre-suf,uniXalisme,NA,X,motiv-sem,des2as
r79954,unicamérisme,chambre,Nm,Nf,pre-suf,uniXisme,NA,X,motiv-sem,des2as
r79955,unichroïsme,colorer,Nm,V,pre-suf,uniXisme,NA,X,motiv-sem,des2as
r80080,zoomorphisme,forme,Nm,Nf,pre-suf,zooXisme,NA,X,motiv-sem,des2as
r80110,égocentrisme,centre,Nm,Nm,pre-suf,égoXisme,NA,X,motiv-sem,des2as
r80111,égomorphisme,forme,Nm,Nf,pre-suf,égoXisme,NA,X,motiv-sem,des2as
r80113,égotropisme,diriger,Nm,V,pre-suf,égoXisme,NA,X,motiv-sem,des2as
r80139,épisynthétisme,synthèse,Nm,Nf,pre-suf,épiXisme,NA,X,motiv-sem,des2as
r80143,équisyllabisme,syllabe,Nm,Nf,pre-suf,équiXisme,NA,X,motiv-sem,des2as
r80192,achérisme,chéri,Nm,Nm,pre-suf,aXisme,NA,X,motiv-sem,des2as
r80194,acosmisme,monde,Nm,Nm,pre-suf,aXisme,NA,X,motiv-sem,des2as
r80207,adogmatisme,dogme,Nm,Nm,pre-suf,aXatisme,NA,X,motiv-sem,des2as
r80222,aféisme,fée,Nm,Nf,pre-suf,aXisme,NA,X,motiv-sem,des2as
r80226,agrammatisme,grammaire,Nm,Nf,pre-suf,aXatisme,NA,X,motiv-sem,des2as
r80229,agénitalisme,génital,Nm,Adj,pre-suf,aXisme,NA,X,motiv-sem,des2as
r80256,allocentrisme,centre,Nm,Nm,pre-suf,alloXisme,NA,X,motiv-sem,des2as
r80257,allochroïsme,colorer,Nm,V,pre-suf,alloXisme,NA,X,motiv-sem,des2as
r80270,altérocentrisme,centre,Nm,Nm,pre-suf,altéroXisme,NA,X,motiv-sem,des2as
r80278,amoralisme,morale,Nm,Nf,pre-suf,aXisme,NA,X,motiv-sem,des2as
r80304,anatopisme,lieu,Nm,Nm,pre-suf,anaXisme,NA,X,motiv-sem,des2as
r80331,aniconisme,image,Nm,Nf,pre-suf,aXisme,NA,X,motiv-sem,des2as
r80338,antifranquisme,Franco,Nm,Npx,pre-suf,antiXisme,NA,X,motiv-sem,des2as
r80341,antimaïmonisme,Maïmonide,Nm,Npx,pre-suf,antiXisme,NA,X,motiv-sem,des2as
r80441,antimaçonnisme,frans-maçon,Nm,Nm,pre-suf,antiXisme,NA,X,motiv-sem,des2as
r80442,antimaçonnisme,frans-maçon,Nm,Adj,pre-suf,antiXisme,NA,X,motiv-sem,des2as
r80615,dyspituitarisme,pituitaire,Nm,Nf,pre-suf,dysXisme,NA,X,motiv-sem,des2as
r80726,homothallisme,thalle,Nm,Nm,pre-suf,homoXisme,NA,X,motiv-sem,des2as
r80727,hétérothallisme,thalle,Nm,Nm,pre-suf,hétéroXisme,NA,X,motiv-sem,des2as
r80733,hyperparathyroïdisme,parathyroïde,Nm,Nf,pre-suf,hyperXisme,NA,X,motiv-sem,des2as
r80843,monovocalisme,voyelle,Nm,Nf,pre-suf,monoXisme,NA,X,motiv-sem,des2as
r80910,panmathématisme,mathématique,Nm,Nm,pre-suf,panXisme,NA,X,motiv-sem,des2as
r81178,achérisme,chéri,Nm,Adj,pre-suf,aXisme,NA,X,motiv-sem,des2as
r110,anti-humaniste,humanisme,Adj,Nm,pre-suf,antiXiste,suf,Xisme,motiv-sem,indirect
r112,anti-impérialiste,impérialisme,Adj,Nm,pre-suf,antiXiste,suf,Xisme,simple,indirect
r115,anti-infectieux,infection,Adj,Nf,pre-suf,antiXeux,suf,Xion,simple,indirect
r120,anti-intellectualiste,intellectualisme,Adj,Nm,pre-suf,antiXiste,suf,Xisme,motiv-sem,indirect
r122,anti-national-socialiste,national-socialisme,Adj,Nm,pre-suf,antiXiste,suf,Xisme,motiv-sem,indirect
r128,anti-religieux,religion,Adj,Nf,pre-suf,antiXeux,suf,Xion,motiv-sem,indirect
r133,antiadhésif,adhérence,Adj,Nf,pre-suf,antiXif,suf,Xence,motiv-sem,indirect
r136,antialcoolique,alcoolisme,Adj,Nm,pre-suf,antiXique,suf,Xisme,motiv-sem,indirect
r137,antialiéniste,aliénation,Adj,Nf,pre-suf,antiXiste,suf,Xion,motiv-sem,indirect
r163,anticapitaliste,capitalisme,Adj,Nm,pre-suf,antiXiste,suf,Xisme,motiv-sem,indirect
r176,anticivique,civisme,Adj,Nm,pre-suf,antiXique,suf,Xisme,motiv-sem,indirect
r177,anticlinal,inclinaison,Adj,Nf,pre-suf,antiXal,suf,Xaison,motiv-sem,indirect
r182,anticoagulant,coagulation,Adj,Nf,pre-suf,antiXant,suf,Xion,motiv-sem,indirect
r189,anticolonialiste,colonialisme,Adj,Nm,pre-suf,antiXiste,suf,Xisme,motiv-sem,indirect
r210,anticonvulsif,convulsion,Adj,Nf,pre-suf,antiXif,suf,Xion,motiv-sem,indirect
r211,anticonvulsivant,convulsion,Adj,Nf,pre-suf,antiXivant,suf,Xion,motiv-sem,indirect
r248,antidéflagrant,déflagration,Adj,Nf,pre-suf,antiXant,suf,Xion,motiv-sem,indirect
r258,antidétonant,détonation,Adj,Nf,pre-suf,antiXant,suf,Xion,motiv-sem,indirect
r260,antiesclavagiste,esclavagisme,Adj,Nm,pre-suf,antiXiste,suf,Xisme,motiv-sem,indirect
r266,antifermentescible,fermentation,Adj,Adj,pre-suf,antiXible,suf,Xion,motiv-sem,indirect
r278,antifécondant,fécondation,Adj,Nf,pre-suf,antiXant,suf,Xion,motiv-sem,indirect
r308,antihumaniste,humanisme,Adj,Nm,pre-suf,antiXiste,suf,Xisme,motiv-sem,indirect
r311,antiimpérialiste,impérialisme,Adj,Nm,pre-suf,antiXiste,suf,Xisme,simple,indirect
r329,antiministérialiste,ministérialisme,Adj,Nm,pre-suf,antiXisme,suf,Xisme,simple,indirect
r347,antinataliste,natalité,Adj,Nf,pre-suf,antiXiste,suf,Xité,motiv-sem,indirect
r362,antioxydant,oxydation,Adj,Nf,pre-suf,antiXant,suf,Xion,motiv-sem,indirect
r363,antipaludéen,paludisme,Adj,Nm,pre-suf,antiXien,suf,Xisme,motiv-sem,indirect
r369,antipapiste,papisme,Adj,Nm,pre-suf,antiXiste,suf,Xisme,motiv-sem,indirect
r422,antiprotectionniste,protectionnisme,Adj,Nm,pre-suf,antiXiste,suf,Xisme,motiv-sem,indirect
r440,antiputride,putréfaction,Adj,Nf,pre-suf,antiXide,suf,Xion,motiv-sem,indirect
r449,antipéristaltique,péristaltisme,Adj,Nm,pre-suf,antiXique,suf,Xisme,motiv-sem,indirect
r455,antirachitique,rachitisme,Adj,Nm,pre-suf,antiXique,suf,Xisme,motiv-sem,indirect
r462,antirationaliste,rationalisme,Adj,Nm,pre-suf,antiXiste,suf,Xisme,motiv-sem,indirect
r470,antiréaliste,réalisme,Adj,Nm,pre-suf,antiXiste,suf,Xisme,motiv-sem,indirect
r489,antisocialiste,socialisme,Adj,Nm,pre-suf,antiXiste,suf,Xisme,motiv-sem,indirect
r496,antispiritualiste,spiritualisme,Adj,Nm,pre-suf,antiXiste,suf,Xisme,motiv-sem,indirect
r511,antiségrégationniste,ségrégationnisme,Adj,Nm,pre-suf,antiXiste,suf,Xisme,motiv-sem,indirect
r521,antiterroriste,terrorisme,Adj,Nm,pre-suf,antiXiste,suf,Xisme,simple,indirect
r535,antitoxique,toxine,Adj,Nf,pre-suf,antiXique,suf,Xine,motiv-sem,indirect
r543,antituberculeux,tuberculose,Adj,Nf,pre-suf,antiXeux,suf,Xose,motiv-sem,indirect
r558,antiémétique,vomissement,Adj,Nm,pre-suf,antiXique,suf,Xment,motiv-sem,indirect
r35886,antiaristocratique,aristocratie,Adj,Nf,pre-suf,antiXique,suf,Xie,motiv-sem,indirect
r35887,antibolchévique,bolchévisme,Adj,Nm,pre-suf,antiXique,suf,Xisme,motiv-sem,indirect
r35888,antibotulinique,botulisme,Adj,Nm,pre-suf,antiXinique,suf,Xisme,motiv-sem,indirect
r35889,antibrouillé,brouillage,Adj,Nm,pre-suf,antiXé,suf,Xage,motiv-sem,indirect
r35890,anti-civique,civisme,Adj,Nm,pre-suf,antiXique,suf,Xisme,motiv-sem,indirect
r35891,anti-coagulant,coagulation,Adj,Nf,pre-suf,antiXant,suf,Xion,motiv-sem,indirect
r35893,anticommutatif,commutation,Adj,Nf,pre-suf,antiXique,suf,Xion,motiv-sem,indirect
r35896,antidécapant,décapage,Adj,Nm,pre-suf,antiXant,suf,Xage,motiv-sem,indirect
r35900,anti-émétique,vomissement,Adj,Nm,pre-suf,antiXique,suf,Xment,motiv-sem,indirect
r35904,antiferromagnétique,ferromagnétisme,Adj,Nm,pre-suf,antiXique,suf,Xisme,motiv-sem,indirect
r35910,antimagnétique,magnétisme,Adj,Nm,pre-suf,antiXique,suf,Xisme,motiv-sem,indirect
r35911,antimétabolique,métabolisme,Adj,Nm,pre-suf,antiXique,suf,Xisme,motiv-sem,indirect
r35914,antiobésique,obésité,Adj,Nf,pre-suf,antiXique,suf,Xité,motiv-sem,indirect
r35916,antiovulatoire,ovulation,Adj,Nf,pre-suf,antiXoire,suf,Xion,motiv-sem,indirect
r35920,anti-personnaliste,personnalisme,Adj,Nm,pre-suf,antiXiste,suf,Xisme,motiv-sem,indirect
r35922,anti-putride,putréfaction,Adj,Nf,pre-suf,antiXide,suf,Xion,motiv-sem,indirect
r35923,antiréflexif,réflexion,Adj,Nf,pre-suf,antiXif,suf,Xion,motiv-sem,indirect
r35925,anti-révisionniste,révisionnisme,Adj,Nm,pre-suf,antiXiste,suf,Xisme,motiv-sem,indirect
r37925,anti-capitaliste,capitalisme,Adj,Nf,pre-suf,antiXiste,suf,Xisme,motiv-sem,indirect
r37928,anti-castriste,castrisme,Adj,Nm,pre-suf,antiXiste,suf,Xisme,motiv-sem,indirect
r37932,anti-communiste,communisme,Adj,Nm,pre-suf,antiXiste,suf,Xisme,motiv-sem,indirect
r37934,anti-conglutinatif,conglutination,Adj,Nf,pre-suf,antiXif,suf,Xion,motiv-sem,indirect
r37940,anti-démocratique,démocratie,Adj,Nf,pre-suf,antiXique,suf,Xie,motiv-sem,indirect
r37945,anti-féministe,féminisme,Adj,Nm,pre-suf,antiXiste,suf,Xisme,motiv-sem,indirect
r37953,anti-impérialiste,impérialisme,Adj,Nm,pre-suf,antiXiste,suf,Xisme,motiv-sem,indirect
