rid,graph_1,graph_2,cat_1,cat_2,type_cstr_1,cstr_1,type_cstr_2,cstr_2,complexite,orientation
r2487,binage,bineuse,Nm,Nf,suf,Xage,suf,Xeuse,simple,indirect
r2491,binement,bineur,Nm,Nm,suf,Xment,suf,Xeur,simple,indirect
r2492,binement,bineuse,Nm,Nf,suf,Xment,suf,Xeuse,simple,indirect
r2495,bineur,bineuse,Nm,Nf,suf,Xeur,suf,Xeuse,simple,indirect
r2550,biseautage,biseauteur,Nm,Nm,suf,Xage,suf,Xeur,simple,indirect
r2551,biseautage,biseauteuse,Nm,Nf,suf,Xage,suf,Xeuse,simple,indirect
r2553,biseauteur,biseauteuse,Nm,Nf,suf,Xeur,suf,Xeuse,simple,indirect
r2569,bistrage,bistreur,Nm,Nm,suf,Xage,suf,Xeur,simple,indirect
r2602,blagueur,blagueuse,Nm,Nf,suf,Xeur,suf,Xeuse,simple,indirect
r2617,blanchissage,blanchissement,Nm,Nm,suf,Xage,suf,Xment,simple,indirect
r2618,blanchissage,blanchisseur,Nm,Nm,suf,Xage,suf,Xeur,simple,indirect
r2619,blanchissage,blanchisseuse,Nm,Nf,suf,Xage,suf,Xeuse,simple,indirect
r2621,blanchissement,blanchisseur,Nm,Nm,suf,Xment,suf,Xeur,simple,indirect
r2622,blanchissement,blanchisseuse,Nm,Nf,suf,Xment,suf,Xeuse,simple,indirect
r2624,blanchisseur,blanchisseuse,Nm,Nf,suf,Xeur,suf,Xeuse,simple,indirect
r2637,blasphémateur,blasphématrice,Nm,Nf,suf,Xeur,suf,Xrice,simple,indirect
r2667,blogueur,blogariat,Nm,Nm,suf,Xeur,suf,Xariat,simple,indirect
r2693,bluffeur,bluffeuse,Nm,Nf,suf,Xeur,suf,Xeuse,simple,indirect
r2696,blutage,bluteur,Nm,Nm,suf,Xage,suf,Xeur,simple,indirect
r2705,bobinage,bobineur,Nm,Nm,suf,Xage,suf,Xeur,simple,indirect
r2706,bobinage,bobineuse,Nm,Nf,suf,Xage,suf,Xeuse,simple,indirect
r2711,bobineur,bobineuse,Nm,Nf,suf,Xeur,suf,Xeuse,simple,indirect
r2726,boisage,boisement,Nm,Nm,suf,Xage,suf,Xment,simple,indirect
r2728,boisage,boiseur,Nm,Nm,suf,Xage,suf,Xeur,simple,indirect
r2730,boisement,boiseur,Nm,Nm,suf,Xment,suf,Xeur,simple,indirect
r2737,boitage,boitement,Nm,Nm,suf,Xage,suf,Xment,simple,indirect
r2739,boitage,boiteuse,Nm,Nf,suf,Xage,suf,Xeuse,simple,indirect
r2741,boitement,boiteuse,Nm,Nf,suf,Xment,suf,Xeuse,simple,indirect
r2754,bombage,bombeur,Nm,Nm,suf,Xage,suf,Xeur,simple,indirect
r2765,bombement,bombeur,Nm,Nm,suf,Xment,suf,Xeur,simple,indirect
r2792,bonnetage,bonneteur,Nm,Nm,suf,Xage,suf,Xeur,simple,indirect
r2805,bordage,bordement,Nm,Nm,suf,Xage,suf,Xment,simple,indirect
r2807,bordage,bordeur,Nm,Nm,suf,Xage,suf,Xeur,simple,indirect
r2808,bordage,bordeuse,Nm,Nf,suf,Xage,suf,Xeuse,simple,indirect
r2813,bordement,bordeur,Nm,Nm,suf,Xment,suf,Xeur,simple,indirect
r2814,bordement,bordeuse,Nm,Nf,suf,Xment,suf,Xeuse,simple,indirect
r2817,bordeur,bordeuse,Nm,Nf,suf,Xeur,suf,Xeuse,simple,indirect
r2838,bornoyeur,bornoyeuse,Nm,Nf,suf,Xeur,suf,Xeuse,simple,indirect
r2842,bossage,bosseur,Nm,Nm,suf,Xage,suf,Xeur,simple,indirect
r2843,bossage,bosseuse,Nm,Nf,suf,Xage,suf,Xeuse,simple,indirect
r2854,bosseur,bosseuse,Nm,Nf,suf,Xeur,suf,Xeuse,simple,indirect
r2870,bottelage,botteleur,Nm,Nm,suf,Xage,suf,Xeur,simple,indirect
r2871,bottelage,botteleuse,Nm,Nf,suf,Xage,suf,Xeuse,simple,indirect
r2873,botteleur,botteleuse,Nm,Nf,suf,Xeur,suf,Xeuse,simple,indirect
r2888,bouchage,bouchement,Nm,Nm,suf,Xage,suf,Xment,simple,indirect
r2889,bouchage,boucheur,Nm,Nm,suf,Xage,suf,Xeur,simple,indirect
r2890,bouchage,boucheuse,Nm,Nf,suf,Xage,suf,Xeuse,simple,indirect
r2892,bouchardage,bouchardeuse,Nm,Nf,suf,Xage,suf,Xeuse,simple,indirect
r2897,bouchement,boucheur,Nm,Nm,suf,Xment,suf,Xeur,simple,indirect
r2898,bouchement,boucheuse,Nm,Nf,suf,Xment,suf,Xeuse,simple,indirect
r2903,boucheur,boucheuse,Nm,Nf,suf,Xeur,suf,Xeuse,simple,indirect
r2905,bouchonnage,bouchonnement,Nm,Nm,suf,Xage,suf,Xment,simple,indirect
r2921,boudeur,boudeuse,Nm,Nf,suf,Xeur,suf,Xeuse,simple,indirect
r2924,boudinage,boudinement,Nm,Nm,suf,Xage,suf,Xment,simple,indirect
r2926,boudinage,boudineuse,Nm,Nf,suf,Xage,suf,Xeuse,simple,indirect
r2928,boudinement,boudineuse,Nm,Nf,suf,Xment,suf,Xeuse,simple,indirect
r2936,bouffage,bouffeur,Nm,Nm,suf,Xage,suf,Xeur,simple,indirect
r2937,bouffage,bouffeuse,Nm,Nf,suf,Xage,suf,Xeuse,simple,indirect
r2945,bouffeur,bouffeuse,Nm,Nf,suf,Xeur,suf,Xeuse,simple,indirect
r2956,bougonnage,bougonnement,Nm,Nm,suf,Xage,suf,Xment,simple,indirect
r2958,bougonnage,bougonneur,Nm,Nm,suf,Xage,suf,Xeur,simple,indirect
r2959,bougonnage,bougonneuse,Nm,Nf,suf,Xage,suf,Xeuse,simple,indirect
r2961,bougonnement,bougonneur,Nm,Nm,suf,Xment,suf,Xeur,simple,indirect
r2962,bougonnement,bougonneuse,Nm,Nf,suf,Xment,suf,Xeuse,simple,indirect
r2965,bougonneur,bougonneuse,Nm,Nf,suf,Xeur,suf,Xeuse,simple,indirect
r2969,bouillage,bouillement,Nm,Nm,suf,Xage,suf,Xment,simple,indirect
r2971,bouillage,bouilleur,Nm,Nm,suf,Xage,suf,Xeur,simple,indirect
r2975,bouillement,bouilleur,Nm,Nm,suf,Xment,suf,Xeur,simple,indirect
r2982,bouillissage,bouillisseur,Nm,Nm,suf,Xage,suf,Xeur,simple,indirect
r2984,bouillonnage,bouillonnement,Nm,Nm,suf,Xage,suf,Xment,simple,indirect
r2986,bouillonnage,bouillonneur,Nm,Nm,suf,Xage,suf,Xeur,simple,indirect
r2988,bouillonnement,bouillonneur,Nm,Nm,suf,Xment,suf,Xeur,simple,indirect
r2994,boulage,bouleur,Nm,Nm,suf,Xage,suf,Xeur,simple,indirect
r2995,boulage,bouleuse,Nm,Nf,suf,Xage,suf,Xeuse,simple,indirect
r3008,bouleur,bouleuse,Nm,Nf,suf,Xeur,suf,Xeuse,simple,indirect
r3015,bouleversement,bouleverseur,Nm,Nm,suf,Xment,suf,Xeur,simple,indirect
r3042,bouquinage,bouquineur,Nm,Nm,suf,Xage,suf,Xeur,simple,indirect
r3058,bourdonnement,bourdonneur,Nm,Nm,suf,Xment,suf,Xeur,simple,indirect
r3059,bourdonnement,bourdonneuse,Nm,Nf,suf,Xment,suf,Xeuse,simple,indirect
r3061,bourdonneur,bourdonneuse,Nm,Nf,suf,Xeur,suf,Xeuse,simple,indirect
r3075,bourlingueur,bourlingueuse,Nm,Nf,suf,Xeur,suf,Xeuse,simple,indirect
r3079,bourrage,bourreur,Nm,Nm,suf,Xage,suf,Xeur,simple,indirect
r3099,boursicotage,boursicoteur,Nm,Nm,suf,Xage,suf,Xeur,simple,indirect
r3111,boursouflage,boursouflement,Nm,Nm,suf,Xage,suf,Xment,simple,indirect
r3115,bousage,bouseuse,Nm,Nf,suf,Xage,suf,Xeuse,simple,indirect
r3119,bousculeur,bousculeuse,Nm,Nf,suf,Xeur,suf,Xeuse,simple,indirect
r3125,bousillage,bousilleur,Nm,Nm,suf,Xage,suf,Xeur,simple,indirect
r3126,bousillage,bousilleuse,Nm,Nf,suf,Xage,suf,Xeuse,simple,indirect
r3128,bousilleur,bousilleuse,Nm,Nf,suf,Xeur,suf,Xeuse,simple,indirect
r3135,boutage,bouteur,Nm,Nm,suf,Xage,suf,Xeur,simple,indirect
r3136,boutage,bouteuse,Nm,Nf,suf,Xage,suf,Xeuse,simple,indirect
r3144,bouteur,bouteuse,Nm,Nf,suf,Xeur,suf,Xeuse,simple,indirect
r3150,boutonnage,boutonnement,Nm,Nm,suf,Xage,suf,Xment,simple,indirect
r3160,bouvetage,bouveteur,Nm,Nm,suf,Xage,suf,Xeur,simple,indirect
r3161,bouvetage,bouveteuse,Nm,Nf,suf,Xage,suf,Xeuse,simple,indirect
r3164,bouveteur,bouveteuse,Nm,Nf,suf,Xeur,suf,Xeuse,simple,indirect
r3177,boycottage,boycotteur,Nm,Nm,suf,Xage,suf,Xeur,simple,indirect
r3196,bradeur,bradeuse,Nm,Nf,suf,Xeur,suf,Xeuse,simple,indirect
r3209,braillement,brailleur,Nm,Nm,suf,Xment,suf,Xeur,simple,indirect
r3210,braillement,brailleuse,Nm,Nf,suf,Xment,suf,Xeuse,simple,indirect
r3212,brailleur,brailleuse,Nm,Nf,suf,Xeur,suf,Xeuse,simple,indirect
r3228,branchage,branchement,Nm,Nm,suf,Xage,suf,Xment,simple,indirect
r3238,brandillement,brandilleuse,Nm,Nf,suf,Xment,suf,Xeuse,simple,indirect
r3241,brandissage,brandissement,Nm,Nm,suf,Xage,suf,Xment,simple,indirect
r3242,brandissage,brandisseur,Nm,Nm,suf,Xage,suf,Xeur,simple,indirect
r3244,brandissement,brandisseur,Nm,Nm,suf,Xment,suf,Xeur,simple,indirect
r3248,branlage,branlement,Nm,Nm,suf,Xage,suf,Xment,simple,indirect
r3250,branlage,branleur,Nm,Nm,suf,Xage,suf,Xeur,simple,indirect
r3251,branlage,branleuse,Nm,Nf,suf,Xage,suf,Xeuse,simple,indirect
r3254,branlement,branleur,Nm,Nm,suf,Xment,suf,Xeur,simple,indirect
r3255,branlement,branleuse,Nm,Nf,suf,Xment,suf,Xeuse,simple,indirect
r3257,branleur,branleuse,Nm,Nf,suf,Xeur,suf,Xeuse,simple,indirect
r3261,braquage,braqueur,Nm,Nm,suf,Xage,suf,Xeur,simple,indirect
r3270,brassage,brassement,Nm,Nm,suf,Xage,suf,Xment,simple,indirect
r3272,brassage,brasseur,Nm,Nm,suf,Xage,suf,Xeur,simple,indirect
r3273,brassage,brasseuse,Nm,Nf,suf,Xage,suf,Xeuse,simple,indirect
r3275,brassement,brasseur,Nm,Nm,suf,Xment,suf,Xeur,simple,indirect
r3276,brassement,brasseuse,Nm,Nf,suf,Xment,suf,Xeuse,simple,indirect
r3280,brasseur,brasseuse,Nm,Nf,suf,Xeur,suf,Xeuse,simple,indirect
r3291,bredouillage,bredouillement,Nm,Nm,suf,Xage,suf,Xment,simple,indirect
r3293,bredouillage,bredouilleur,Nm,Nm,suf,Xage,suf,Xeur,simple,indirect
r3294,bredouillage,bredouilleuse,Nm,Nf,suf,Xage,suf,Xeuse,simple,indirect
r3296,bredouillement,bredouilleur,Nm,Nm,suf,Xment,suf,Xeur,simple,indirect
r3297,bredouillement,bredouilleuse,Nm,Nf,suf,Xment,suf,Xeuse,simple,indirect
r3299,bredouilleur,bredouilleuse,Nm,Nf,suf,Xeur,suf,Xeuse,simple,indirect
r3328,bricolage,bricoleur,Nm,Nm,suf,Xage,suf,Xeur,simple,indirect
r3329,bricolage,bricoleuse,Nm,Nf,suf,Xage,suf,Xeuse,simple,indirect
r3333,bricoleur,bricoleuse,Nm,Nf,suf,Xeur,suf,Xeuse,simple,indirect
r3342,bridgeur,bridgeuse,Nm,Nf,suf,Xeur,suf,Xeuse,simple,indirect
r3355,brigueur,brigueuse,Nm,Nf,suf,Xeur,suf,Xeuse,simple,indirect
r3371,bringueur,bringueuse,Nm,Nf,suf,Xeur,suf,Xeuse,simple,indirect
r3390,briseur,briseuse,Nm,Nf,suf,Xeur,suf,Xeuse,simple,indirect
r3396,brocantage,brocanteur,Nm,Nm,suf,Xage,suf,Xeur,simple,indirect
r3397,brocantage,brocanteuse,Nm,Nf,suf,Xage,suf,Xeuse,simple,indirect
r3401,brocanteur,brocanteuse,Nm,Nf,suf,Xeur,suf,Xeuse,simple,indirect
r3406,brocardeur,brocardeuse,Nm,Nf,suf,Xeur,suf,Xeuse,simple,indirect
r3409,brochage,brocheur,Nm,Nm,suf,Xage,suf,Xeur,simple,indirect
r3410,brochage,brocheuse,Nm,Nf,suf,Xage,suf,Xeuse,simple,indirect
r3416,brocheur,brocheuse,Nm,Nf,suf,Xeur,suf,Xeuse,simple,indirect
r3423,brodeur,brodeuse,Nm,Nf,suf,Xeur,suf,Xeuse,simple,indirect
r3426,broiement,broyage,Nm,Nm,suf,Xment,suf,Xage,simple,indirect
r3428,broiement,broyeur,Nm,Nm,suf,Xment,suf,Xeur,simple,indirect
r3429,broiement,broyeuse,Nm,Nf,suf,Xment,suf,Xeuse,simple,indirect
r3439,bronzage,bronzeur,Nm,Nm,suf,Xage,suf,Xeur,simple,indirect
r3443,broquillage,broquilleur,Nm,Nm,suf,Xage,suf,Xeur,simple,indirect
r3446,brossage,brosseur,Nm,Nm,suf,Xage,suf,Xeur,simple,indirect
r3453,brouettage,brouetteur,Nm,Nm,suf,Xage,suf,Xeur,simple,indirect
r3460,brouillage,brouillement,Nm,Nm,suf,Xage,suf,Xment,simple,indirect
r3462,brouillage,brouilleur,Nm,Nm,suf,Xage,suf,Xeur,simple,indirect
r3463,brouillage,brouilleuse,Nm,Nf,suf,Xage,suf,Xeuse,simple,indirect
r3466,brouillement,brouilleur,Nm,Nm,suf,Xment,suf,Xeur,simple,indirect
r3467,brouillement,brouilleuse,Nm,Nf,suf,Xment,suf,Xeuse,simple,indirect
r3470,brouilleur,brouilleuse,Nm,Nf,suf,Xeur,suf,Xeuse,simple,indirect
r3474,broutage,broutement,Nm,Nm,suf,Xage,suf,Xment,simple,indirect
r3476,broutage,brouteur,Nm,Nm,suf,Xage,suf,Xeur,simple,indirect
r3477,broutage,brouteuse,Nm,Nf,suf,Xage,suf,Xeuse,simple,indirect
r3479,broutement,brouteur,Nm,Nm,suf,Xment,suf,Xeur,simple,indirect
r3480,broutement,brouteuse,Nm,Nf,suf,Xment,suf,Xeuse,simple,indirect
r3482,brouteur,brouteuse,Nm,Nf,suf,Xeur,suf,Xeuse,simple,indirect
r3490,broyage,broyeur,Nm,Nm,suf,Xage,suf,Xeur,simple,indirect
r3491,broyage,broyeuse,Nm,Nf,suf,Xage,suf,Xeuse,simple,indirect
r3494,broyeur,broyeuse,Nm,Nf,suf,Xeur,suf,Xeuse,simple,indirect
r3504,bruissement,bruisseur,Nm,Nm,suf,Xment,suf,Xeur,simple,indirect
r3520,brunissage,brunissement,Nm,Nm,suf,Xage,suf,Xment,simple,indirect
r3521,brunissage,brunisseur,Nm,Nm,suf,Xage,suf,Xeur,simple,indirect
r3522,brunissage,brunisseuse,Nm,Nf,suf,Xage,suf,Xeuse,simple,indirect
r3524,brunissement,brunisseur,Nm,Nm,suf,Xment,suf,Xeur,simple,indirect
r3525,brunissement,brunisseuse,Nm,Nf,suf,Xment,suf,Xeuse,simple,indirect
r3527,brunisseur,brunisseuse,Nm,Nf,suf,Xeur,suf,Xeuse,simple,indirect
r3546,brûlage,brûleur,Nm,Nm,suf,Xage,suf,Xeur,simple,indirect
r3547,brûlage,brûleuse,Nm,Nf,suf,Xage,suf,Xeuse,simple,indirect
r3549,brûlement,brûleur,Nm,Nm,suf,Xment,suf,Xeur,simple,indirect
r3553,brûleur,brûleuse,Nm,Nf,suf,Xeur,suf,Xeuse,simple,indirect
r3579,buissonnage,buissonnement,Nm,Nm,suf,Xage,suf,Xment,simple,indirect
r3600,burette,burinette,Nf,Nf,suf,Xette,suf,Xinette,simple,indirect
r3605,burinage,burineur,Nm,Nm,suf,Xage,suf,Xeur,simple,indirect
r3621,butement,buteur,Nm,Nm,suf,Xment,suf,Xeur,simple,indirect
r3624,butinage,butinement,Nm,Nm,suf,Xage,suf,Xment,simple,indirect
r3626,butinage,butineur,Nm,Nm,suf,Xage,suf,Xeur,simple,indirect
r3627,butinage,butineuse,Nm,Nf,suf,Xage,suf,Xeuse,simple,indirect
r3629,butinement,butineur,Nm,Nm,suf,Xment,suf,Xeur,simple,indirect
r3630,butinement,butineuse,Nm,Nf,suf,Xment,suf,Xeuse,simple,indirect
r3632,butineur,butineuse,Nm,Nf,suf,Xeur,suf,Xeuse,simple,indirect
r3637,buttage,butteur,Nm,Nm,suf,Xage,suf,Xeur,simple,indirect
r3638,buttage,butteuse,Nm,Nf,suf,Xage,suf,Xeuse,simple,indirect
r3641,butteur,butteuse,Nm,Nf,suf,Xeur,suf,Xeuse,simple,indirect
r3647,buveur,buveuse,Nm,Nf,suf,Xeur,suf,Xeuse,simple,indirect
r3656,bâclage,bâcleur,Nm,Nm,suf,Xage,suf,Xeur,simple,indirect
r3657,bâclage,bâcleuse,Nm,Nf,suf,Xage,suf,Xeuse,simple,indirect
r3660,bâcleur,bâcleuse,Nm,Nf,suf,Xeur,suf,Xeuse,simple,indirect
r3663,bâfrement,bâfreur,Nm,Nm,suf,Xment,suf,Xeur,simple,indirect
r3667,bâillement,bâilleur,Nm,Nm,suf,Xment,suf,Xeur,simple,indirect
r3668,bâillement,bâilleuse,Nm,Nf,suf,Xment,suf,Xeuse,simple,indirect
r3670,bâilleur,bâilleuse,Nm,Nf,suf,Xeur,suf,Xeuse,simple,indirect
r3687,bâtissage,bâtisseur,Nm,Nm,suf,Xage,suf,Xeur,simple,indirect
r3688,bâtissage,bâtisseuse,Nm,Nf,suf,Xage,suf,Xeuse,simple,indirect
r3690,bâtisseur,bâtissette,Nm,Nf,suf,Xeur,suf,Xette,simple,indirect
r3692,bâtisseur,bâtisseuse,Nm,Nf,suf,Xeur,suf,Xeuse,simple,indirect
r3702,bâtonnier,bâtonnariat,Nm,Nm,suf,Xier,suf,Xariat,simple,indirect
r3703,bâtonnier,bâtonnat,Nm,Nm,suf,Xier,suf,Xat,simple,indirect
r3709,bécotage,bécotement,Nm,Nm,suf,Xage,suf,Xment,simple,indirect
r3711,bécotage,bécoteur,Nm,Nm,suf,Xage,suf,Xeur,simple,indirect
r3712,bécotage,bécoteuse,Nm,Nf,suf,Xage,suf,Xeuse,simple,indirect
r3714,bécotement,bécoteur,Nm,Nm,suf,Xment,suf,Xeur,simple,indirect
r3715,bécotement,bécoteuse,Nm,Nf,suf,Xment,suf,Xeuse,simple,indirect
r3718,bécoteur,bécoteuse,Nm,Nf,suf,Xeur,suf,Xeuse,simple,indirect
r3721,bécottement,bécotteur,Nm,Nm,suf,Xment,suf,Xeur,simple,indirect
r3722,bécottement,bécotteuse,Nm,Nf,suf,Xment,suf,Xeuse,simple,indirect
r3724,bécotteur,bécotteuse,Nm,Nf,suf,Xeur,suf,Xeuse,simple,indirect
r3732,bégayeur,bégayeuse,Nm,Nf,suf,Xeur,suf,Xeuse,simple,indirect
r3745,bénissage,bénissement,Nm,Nm,suf,Xage,suf,Xment,simple,indirect
r3746,bénissage,bénisseur,Nm,Nm,suf,Xage,suf,Xeur,simple,indirect
r3747,bénissage,bénisseuse,Nm,Nf,suf,Xage,suf,Xeuse,simple,indirect
r3749,bénissement,bénisseur,Nm,Nm,suf,Xment,suf,Xeur,simple,indirect
r3750,bénissement,bénisseuse,Nm,Nf,suf,Xment,suf,Xeuse,simple,indirect
r3752,bénisseur,bénisseuse,Nm,Nf,suf,Xeur,suf,Xeuse,simple,indirect
r3762,bénéficier,bénéficiat,Nm,Nm,suf,Xier,suf,Xat,simple,indirect
r3767,béquillage,béquilleur,Nm,Nm,suf,Xage,suf,Xeur,simple,indirect
r3768,béquillage,béquilleuse,Nm,Nf,suf,Xage,suf,Xeuse,simple,indirect
r3771,béquilleur,béquilleuse,Nm,Nf,suf,Xeur,suf,Xeuse,simple,indirect
r3776,bétonnage,bétonneuse,Nm,Nf,suf,Xage,suf,Xeuse,simple,indirect
r3781,bêchage,bêcheur,Nm,Nm,suf,Xage,suf,Xeur,simple,indirect
r3782,bêchage,bêcheuse,Nm,Nf,suf,Xage,suf,Xeuse,simple,indirect
r3785,bêcheur,bêcheuse,Nm,Nf,suf,Xeur,suf,Xeuse,simple,indirect
r3795,bûchage,bûchement,Nm,Nm,suf,Xage,suf,Xment,simple,indirect
r3797,bûchage,bûcheur,Nm,Nm,suf,Xage,suf,Xeur,simple,indirect
r3798,bûchage,bûcheuse,Nm,Nf,suf,Xage,suf,Xeuse,simple,indirect
r3801,bûchement,bûcheur,Nm,Nm,suf,Xment,suf,Xeur,simple,indirect
r3802,bûchement,bûcheuse,Nm,Nf,suf,Xment,suf,Xeuse,simple,indirect
r3809,bûcheur,bûcheuse,Nm,Nf,suf,Xeur,suf,Xeuse,simple,indirect
r3813,cabaleur,cabaleuse,Nm,Nf,suf,Xeur,suf,Xeuse,simple,indirect
r3828,cabotage,caboteur,Nm,Nm,suf,Xage,suf,Xeur,simple,indirect
r3829,cabotage,caboteuse,Nm,Nf,suf,Xage,suf,Xeuse,simple,indirect
r3831,caboteur,caboteuse,Nm,Nf,suf,Xeur,suf,Xeuse,simple,indirect
r3839,cabrage,cabrement,Nm,Nm,suf,Xage,suf,Xment,simple,indirect
r3846,cabrioleur,cabrioleuse,Nm,Nf,suf,Xeur,suf,Xeuse,simple,indirect
r3879,cadastrage,cadastration,Nm,Nf,suf,Xage,suf,Xion,simple,indirect
r3881,cadastrage,cadastreur,Nm,Nm,suf,Xage,suf,Xeur,simple,indirect
r3883,cadastration,cadastreur,Nf,Nm,suf,Xion,suf,Xeur,simple,indirect
r3900,cadrage,cadreur,Nm,Nm,suf,Xage,suf,Xeur,simple,indirect
r3918,cafouillage,cafouilleur,Nm,Nm,suf,Xage,suf,Xeur,simple,indirect
r3919,cafouillage,cafouilleuse,Nm,Nf,suf,Xage,suf,Xeuse,simple,indirect
r3922,cafouilleur,cafouilleuse,Nm,Nf,suf,Xeur,suf,Xeuse,simple,indirect
r3926,caféier,caferaie,Nm,Nf,suf,Xier,suf,Xraie,simple,indirect
r3928,caféier,caféteraie,Nm,Nf,suf,Xier,suf,Xraie,simple,indirect
r3938,cahotage,cahotement,Nm,Nm,suf,Xage,suf,Xment,simple,indirect
r3942,caillage,caillement,Nm,Nm,suf,Xage,suf,Xment,simple,indirect
r3963,cajoleur,cajoleuse,Nm,Nf,suf,Xeur,suf,Xeuse,simple,indirect
r3972,calandrage,calandreur,Nm,Nm,suf,Xage,suf,Xeur,simple,indirect
r3973,calandrage,calandreuse,Nm,Nf,suf,Xage,suf,Xeuse,simple,indirect
r3976,calandreur,calandreuse,Nm,Nf,suf,Xeur,suf,Xeuse,simple,indirect
r3985,calculateur,calculation,Nm,Nf,suf,Xeur,suf,Xion,simple,indirect
r3986,calculateur,calculatrice,Nm,Nf,suf,Xeur,suf,Xrice,simple,indirect
r3988,calculateur,calculeuse,Nm,Nf,suf,Xeur,suf,Xeuse,simple,indirect
r3989,calculation,calculatrice,Nf,Nf,suf,Xion,suf,Xrice,simple,indirect
r3991,calculation,calculeuse,Nf,Nf,suf,Xion,suf,Xeuse,simple,indirect
r3993,calculatrice,calculeuse,Nf,Nf,suf,Xrice,suf,Xeuse,simple,indirect
r4000,caleur,caleuse,Nm,Nf,suf,Xeur,suf,Xeuse,simple,indirect
r4010,calibrage,calibreur,Nm,Nm,suf,Xage,suf,Xeur,simple,indirect
r4011,calibrage,calibreuse,Nm,Nf,suf,Xage,suf,Xeuse,simple,indirect
r4016,calibreur,calibreuse,Nm,Nf,suf,Xeur,suf,Xeuse,simple,indirect
r4031,calomniateur,calomniatrice,Nm,Nf,suf,Xeur,suf,Xrice,simple,indirect
r4044,calorisateur,calorisation,Nm,Nf,suf,Xeur,suf,Xion,simple,indirect
r4046,calorisateur,caloriseur,Nm,Nm,suf,Xeur,suf,Xeur,simple,indirect
r4048,calorisation,caloriseur,Nf,Nm,suf,Xion,suf,Xeur,simple,indirect
r4053,calquage,calqueur,Nm,Nm,suf,Xage,suf,Xeur,simple,indirect
r4054,calquage,calqueuse,Nm,Nf,suf,Xage,suf,Xeuse,simple,indirect
r4057,calqueur,calqueuse,Nm,Nf,suf,Xeur,suf,Xeuse,simple,indirect
r4065,cambrage,cambrement,Nm,Nm,suf,Xage,suf,Xment,simple,indirect
r4067,cambrage,cambreur,Nm,Nm,suf,Xage,suf,Xeur,simple,indirect
r4069,cambrement,cambreur,Nm,Nm,suf,Xment,suf,Xeur,simple,indirect
r4072,cambriolage,cambrioleur,Nm,Nm,suf,Xage,suf,Xeur,simple,indirect
r4073,cambriolage,cambrioleuse,Nm,Nf,suf,Xage,suf,Xeuse,simple,indirect
r4076,cambrioleur,cambrioleuse,Nm,Nf,suf,Xeur,suf,Xeuse,simple,indirect
r4086,cameloteur,cameloteuse,Nm,Nf,suf,Xeur,suf,Xeuse,simple,indirect
r4093,camionnage,camionneur,Nm,Nm,suf,Xage,suf,Xeur,simple,indirect
r4099,camouflage,camoufleur,Nm,Nm,suf,Xage,suf,Xeur,simple,indirect
r4100,camouflage,camoufleuse,Nm,Nf,suf,Xage,suf,Xeuse,simple,indirect
r4104,camoufleur,camoufleuse,Nm,Nf,suf,Xeur,suf,Xeuse,simple,indirect
r4111,campement,campeur,Nm,Nm,suf,Xment,suf,Xeur,simple,indirect
r4112,campement,campeuse,Nm,Nf,suf,Xment,suf,Xeuse,simple,indirect
r4115,campeur,campeuse,Nm,Nf,suf,Xeur,suf,Xeuse,simple,indirect
r4134,canalisateur,canalisation,Nm,Nf,suf,Xeur,suf,Xion,simple,indirect
r4135,canalisateur,canalisatrice,Nm,Nf,suf,Xeur,suf,Xrice,simple,indirect
r4137,canalisation,canalisatrice,Nf,Nf,suf,Xion,suf,Xrice,simple,indirect
r4164,cane,canepetière,Nf,Nf,NA,X,suf,Xière,simple,indirect
r4182,cannetage,canneteuse,Nm,Nf,suf,Xage,suf,Xeuse,simple,indirect
r4188,canneur,canneuse,Nm,Nf,suf,Xeur,suf,Xeuse,simple,indirect
r4201,canonnage,canonnement,Nm,Nm,suf,Xage,suf,Xment,simple,indirect
r4255,capitaliste,capitalisme,Nf,Nf,suf,Xiste,suf,Xisme,simple,indirect
r4256,capitaliste,capitalat,Nm,Nm,suf,Xiste,suf,Xat,simple,indirect
r4268,capitulateur,capitulation,Nm,Nf,suf,Xeur,suf,Xion,simple,indirect
r4272,capituleur,capituleuse,Nm,Nf,suf,Xeur,suf,Xeuse,simple,indirect
r4282,capote,capotier,Nf,Nm,NA,X,suf,Xier,simple,indirect
r4283,capote,capotier,Nf,Adj,NA,X,suf,Xier,simple,indirect
r4297,captateur,captatif,Nm,Adj,suf,Xeur,suf,Xif,simple,indirect
r4298,captateur,captation,Nm,Nf,suf,Xeur,suf,Xion,simple,indirect
r4299,captateur,captatrice,Nm,Nf,suf,Xeur,suf,Xrice,simple,indirect
r4302,captatif,captation,Adj,Nf,suf,Xif,suf,Xion,simple,indirect
r4303,captatif,captatrice,Adj,Nf,suf,Xif,suf,Xrice,simple,indirect
r4304,captation,captatrice,Nf,Nf,suf,Xion,suf,Xrice,simple,indirect
r4308,capteur,capteuse,Nm,Nf,suf,Xeur,suf,Xeuse,simple,indirect
r4309,capteur,captif,Nm,Adj,suf,Xeur,suf,Xif,simple,indirect
r4320,caquage,caqueur,Nm,Nm,suf,Xage,suf,Xeur,simple,indirect
r4324,caquetage,caqueteur,Nm,Nm,suf,Xage,suf,Xeur,simple,indirect
r4325,caquetage,caqueteuse,Nm,Nf,suf,Xage,suf,Xeuse,simple,indirect
