rid,lid_1,graph_1,lid_2,graph_2,cat_1,cat_2,type_cstr_1,cstr_1,type_cstr_2,cstr_2,complexite,orientation
r12264,l187005,entrée,l186943,entrer,Nf,V,conv,X,NA,X,simple,des2as
r12299,l187137,enveloppe,l187139,envelopper,Nf,V,conv,X,conv,X,simple,NA
r12308,l187175,envie,l187179,envier,Nf,V,conv,X,conv,X,simple,NA
r12310,l187189,environ,l187198,environner,Nm,V,conv,X,conv,X,simple,NA
r12314,l187204,envoi,l187223,envoyer,Nm,V,conv,X,conv,X,simple,NA
r12317,l187209,envol,l187212,envoler,Nm,V,conv,X,NA,X,simple,des2as
r12318,l187209,envol,l187212,envoler,Nm,V,conv,X,conv,X,simple,NA
r12321,l187214,envolée,l187212,envoler,Nf,V,conv,X,NA,X,simple,des2as
r12375,l187635,esbroufe,l187637,esbroufer,Nf,V,conv,X,conv,X,simple,NA
r12376,l187636,esbroufe,l187637,esbroufer,Nm,V,conv,X,conv,X,simple,NA
r12380,l187641,esbrouffe,l187642,esbrouffer,Nm,V,conv,X,conv,X,simple,NA
r12384,l187670,escalade,l187671,escalader,Nf,V,conv,X,conv,X,simple,NA
r12400,l187782,escarmouche,l187783,escarmoucher,Nf,V,conv,X,conv,X,simple,NA
r12403,l187798,escarpe,l187800,escarper,Nm,V,conv,X,conv,X,simple,NA
r12411,l187872,esche,l187876,escher,Nf,V,conv,X,conv,X,simple,NA
r12420,l187952,escobar,l187953,escobarder,Nm,V,conv,X,conv,X,simple,NA
r12423,l187984,escompte,l187985,escompter,Nm,V,conv,X,conv,X,simple,NA
r12428,l188007,escorte,l188008,escorter,Nf,V,conv,X,conv,X,simple,NA
r12430,l188083,escrime,l188084,escrimer,Nf,V,conv,X,conv,X,simple,NA
r12434,l188089,escroc,l188094,escroquer,Nm,V,conv,X,conv,X,simple,NA
r12441,l188185,espace,l188190,espacer,Nm,V,conv,X,conv,X,simple,NA
r12443,l188199,espadon,l188201,espadonner,Nm,V,conv,X,conv,X,simple,NA
r12451,l188356,espion,l188363,espionner,Nm,V,conv,X,conv,X,simple,NA
r12456,l188517,esquiche,l188518,esquicher,Nf,V,conv,X,conv,X,simple,NA
r12458,l188539,esquisse,l188540,esquisser,Nf,V,conv,X,conv,X,simple,NA
r12460,l188547,esquive,l188550,esquiver,Nf,V,conv,X,conv,X,simple,NA
r12461,l188558,essai,l188607,essayer,Nm,V,conv,X,conv,X,simple,NA
r12462,l188559,essaim,l188562,essaimer,Nm,V,conv,X,conv,X,simple,NA
r12465,l188580,essart,l188586,essarter,Nm,V,conv,X,conv,X,simple,NA
r12483,l188722,essor,l188725,essorer,Nm,V,conv,X,conv,X,simple,NA
r12503,l188885,estampe,l188886,estamper,Nf,V,conv,X,conv,X,simple,NA
r12506,l188890,estampille,l188892,estampiller,Nf,V,conv,X,conv,X,simple,NA
r12520,l189004,estime,l189005,estimer,Nf,V,conv,X,conv,X,simple,NA
r12524,l189034,estive,l189035,estiver,Nf,V,conv,X,conv,X,simple,NA
r12525,l189037,estoc,l189072,estoquer,Nm,V,conv,X,conv,X,simple,NA
r12529,l189056,estompe,l189057,estomper,Nf,V,conv,X,conv,X,simple,NA
r12531,l189134,estrapade,l189135,estrapader,Nf,V,conv,X,conv,X,simple,NA
r12557,l189421,eucharistie,l189422,eucharistier,Nf,V,conv,X,conv,X,simple,NA
r12609,l189958,examen,l189964,examiner,Nm,V,conv,X,conv,X,simple,NA
r12655,l190121,excrément,l190122,excrémenter,Nm,V,conv,X,conv,X,simple,NA
r12657,l190133,excursion,l190134,excursionner,Nf,V,conv,X,conv,X,simple,NA
r12659,l190143,excuse,l190144,excuser,Nf,V,conv,X,conv,X,simple,NA
r12661,l190148,excès,l190154,excéder,Nm,V,conv,X,NA,X,simple,des2as
r12662,l190151,excédent,l190154,excéder,Nm,V,conv,X,NA,X,simple,des2as
r12692,l190260,exil,l190262,exiler,Nm,V,conv,X,conv,X,simple,NA
r12726,l190476,expertise,l190477,expertiser,Nf,V,conv,X,conv,X,simple,NA
r12730,l190496,explant,l190498,explanter,Nm,V,conv,X,conv,X,simple,NA
r12762,l190565,export,l190572,exporter,Nm,V,conv,X,conv,X,simple,NA
r12776,l190585,exposé,l190577,exposer,Nm,V,conv,X,NA,X,simple,des2as
r12812,l190678,exsudat,l190681,exsuder,Nm,V,conv,X,NA,X,simple,des2as
r12815,l190688,extase,l190691,extasier,Nf,V,conv,X,conv,X,simple,NA
r12897,l191186,fable,l191235,fabuler,Nf,V,conv,X,conv,X,simple,NA
r12909,l191219,fabrique,l191220,fabriquer,Nf,V,conv,X,conv,X,simple,NA
r12940,l191346,facture,l191347,facturer,Nf,V,conv,X,conv,X,simple,NA
r12946,l191375,fade,l191376,fader,Nm,V,conv,X,conv,X,simple,NA
r12949,l191438,fagot,l191442,fagoter,Nm,V,conv,X,conv,X,simple,NA
r12961,l191502,faille,l191503,failler,Nf,V,conv,X,conv,X,simple,NA
r12962,l191502,faille,l191512,faillir,Nf,V,conv,X,conv,X,simple,NA
r12968,l191536,faire,l191537,faire,Nm,V,conv,X,conv,X,simple,NA
r12971,l191549,faisan,l191553,faisander,Nm,V,conv,X,conv,X,simple,NA
r12988,l191773,falun,l191775,faluner,Nm,V,conv,X,conv,X,simple,NA
r13003,l191881,fane,l191882,faner,Nf,V,conv,X,conv,X,simple,NA
r13008,l191887,fanfare,l191888,fanfarer,Nf,V,conv,X,conv,X,simple,NA
r13010,l191892,fanfaron,l191895,fanfaronner,Nm,V,conv,X,conv,X,simple,NA
r13012,l191901,fanfreluche,l191902,fanfrelucher,Nf,V,conv,X,conv,X,simple,NA
r13019,l191948,fantaisie,l191958,fantasier,Nf,V,conv,X,conv,X,simple,NA
r13022,l191965,fantasme,l191966,fantasmer,Nm,V,conv,X,conv,X,simple,NA
r13029,l192003,faon,l192006,faonner,Nm,V,conv,X,conv,X,simple,NA
r13034,l192049,farandole,l192050,farandoler,Nf,V,conv,X,conv,X,simple,NA
r13038,l192067,farce,l192086,farcir,Nf,V,conv,X,conv,X,simple,NA
r13044,l192093,fard,l192102,farder,Nm,V,conv,X,conv,X,simple,NA
r13058,l192159,faribole,l192160,fariboler,Nf,V,conv,X,conv,X,simple,NA
r13061,l192174,farine,l192176,fariner,Nf,V,conv,X,conv,X,simple,NA
r13067,l192236,fart,l192239,farter,Nm,V,conv,X,conv,X,simple,NA
r13073,l192266,fascine,l192267,fasciner,Nf,V,conv,X,conv,X,simple,NA
r13080,l192359,fatigue,l192360,fatiguer,Nf,V,conv,X,conv,X,simple,NA
r13083,l192381,fatras,l192384,fatrasser,Nm,V,conv,X,conv,X,simple,NA
r13088,l192409,faucard,l192412,faucarder,Nm,V,conv,X,conv,X,simple,NA
r13102,l192422,fauche,l192424,faucher,Nf,V,conv,X,conv,X,simple,NA
r13120,l192481,faufil,l192484,faufiler,Nm,V,conv,X,conv,X,simple,NA
r13126,l192583,faute,l192585,fauter,Nf,V,conv,X,conv,X,simple,NA
r13138,l192824,fayot,l192826,fayoter,Nm,V,conv,X,conv,X,simple,NA
r13143,l192849,façon,l192854,façonner,Nf,V,conv,X,conv,X,simple,NA
r13162,l192937,feinte,l192935,feindre,Nf,V,conv,X,NA,X,simple,des2as
r13163,l192937,feinte,l192938,feinter,Nf,V,conv,X,conv,X,simple,NA
r13184,l193108,fendille,l193111,fendiller,Nf,V,conv,X,NA,X,simple,des2as
r13197,l193182,fenêtre,l193184,fenêtrer,Nf,V,conv,X,conv,X,simple,NA
r13198,l193190,fer,l193383,ferrer,Nm,V,conv,X,conv,X,simple,NA
r13204,l193274,ferment,l193282,fermenter,Nm,V,conv,X,conv,X,simple,NA
r13241,l193620,fesse,l193630,fesser,Nf,V,conv,X,conv,X,simple,NA
r13248,l193647,fessée,l193630,fesser,Nf,V,conv,X,NA,X,simple,des2as
r13250,l193657,festin,l193658,festiner,Nm,V,conv,X,conv,X,simple,NA
r13257,l193676,feston,l193679,festonner,Nm,V,conv,X,conv,X,simple,NA
r13274,l193753,feuille,l193760,feuiller,Nf,V,conv,X,conv,X,simple,NA
r13275,l193753,feuille,l193765,feuilleter,Nf,V,conv,X,conv,X,simple,NA
r13294,l193828,feutre,l193831,feutrer,Nm,V,conv,X,conv,X,simple,NA
r13321,l193960,ficelle,l193954,ficeler,Nf,V,conv,X,conv,X,simple,NA
r13324,l193967,fiche,l193968,ficher,Nf,V,conv,X,conv,X,simple,NA
r13342,l194063,fief,l194069,fieffer,Nm,V,conv,X,conv,X,simple,NA
r13343,l194075,fiel,l194080,fieller,Nm,V,conv,X,conv,X,simple,NA
r13344,l194086,fiente,l194088,fienter,Nf,V,conv,X,conv,X,simple,NA
r13346,l194124,fifre,l194127,fifrer,Nm,V,conv,X,conv,X,simple,NA
r13373,l194190,figure,l194191,figurer,Nf,V,conv,X,conv,X,simple,NA
r13374,l194201,fil,l194269,filer,Nm,V,conv,X,conv,X,simple,NA
r13389,l194266,file,l194269,filer,Nf,V,conv,X,conv,X,simple,NA
r13404,l194309,filigrane,l194310,filigraner,Nm,V,conv,X,conv,X,simple,NA
r13408,l194375,film,l194379,filmer,Nm,V,conv,X,conv,X,simple,NA
r13418,l194392,filoche,l194393,filocher,Nf,V,conv,X,NA,X,simple,des2as
r13419,l194392,filoche,l194393,filocher,Nf,V,conv,X,conv,X,simple,NA
r13420,l194398,filon,l194400,filonner,Nm,V,conv,X,conv,X,simple,NA
r13424,l194414,filou,l194417,filouter,Nm,V,conv,X,conv,X,simple,NA
r13433,l194437,filtrat,l194442,filtrer,Nm,V,conv,X,NA,X,simple,des2as
r13435,l194440,filtre,l194442,filtrer,Nm,V,conv,X,conv,X,simple,NA
r13437,l194456,fin,l194526,finir,Nf,V,conv,X,conv,X,simple,NA
r13442,l194473,finance,l194475,financer,Nf,V,conv,X,conv,X,simple,NA
r13467,l194599,fiole,l194600,fioler,Nf,V,conv,X,conv,X,simple,NA
r13468,l194603,fion,l194604,fioner,Nm,V,conv,X,conv,X,simple,NA
r13469,l194613,fioriture,l194614,fioriturer,Nf,V,conv,X,conv,X,simple,NA
r13479,l194693,fissure,l194696,fissurer,Nf,V,conv,X,conv,X,simple,NA
r13514,l194927,flair,l194931,flairer,Nm,V,conv,X,conv,X,simple,NA
r13527,l194978,flambée,l194960,flamber,Nf,V,conv,X,NA,X,simple,des2as
r13535,l195034,flanc,l195060,flanquer,Nm,V,conv,X,conv,X,simple,NA
r13545,l195080,flash,l195089,flasher,Nm,V,conv,X,conv,X,simple,NA
r13558,l195307,fleur,l195383,fleurir,Nf,V,conv,X,conv,X,simple,NA
r13568,l195476,flibuste,l195477,flibuster,Nf,V,conv,X,conv,X,simple,NA
r13572,l195481,flic,l195531,fliquer,Nm,V,conv,X,conv,X,simple,NA
r13578,l195506,flingue,l195507,flinguer,Nm,V,conv,X,conv,X,simple,NA
r13581,l195519,flip,l195521,fliper,Nm,V,conv,X,conv,X,simple,NA
r13585,l195534,flirt,l195537,flirter,Nm,V,conv,X,conv,X,simple,NA
r13595,l195561,flocon,l195564,floconner,Nm,V,conv,X,conv,X,simple,NA
r13612,l195752,flotte,l195758,flotter,Nf,V,conv,X,conv,X,simple,NA
r13636,l195977,flâne,l195978,flâner,Nf,V,conv,X,conv,X,simple,NA
r13645,l195992,flèche,l196009,flécher,Nf,V,conv,X,conv,X,simple,NA
r13658,l196098,flûte,l196101,flûter,Nf,V,conv,X,conv,X,simple,NA
r13669,l196186,foire,l196189,foirer,Nf,V,conv,X,conv,X,simple,NA
r13672,l196203,foison,l196208,foisonner,Nf,V,conv,X,conv,X,simple,NA
r13683,l196292,folio,l196302,folioter,Nm,V,conv,X,conv,X,simple,NA
r13723,l196432,fonction,l196458,fonctionner,Nf,V,conv,X,conv,X,simple,NA
r13735,l196462,fond,l196494,fonder,Nm,V,conv,X,conv,X,simple,NA
r13751,l196519,fondue,l196511,fondre,Nf,V,conv,X,NA,X,simple,des2as
r13765,l196858,forban,l196859,forbannir,Nm,V,conv,X,conv,X,simple,NA
r13766,l196876,force,l196893,forcer,Nf,V,conv,X,conv,X,simple,NA
r13788,l197004,forge,l197012,forger,Nf,V,conv,X,conv,X,simple,NA
r13796,l197055,forjet,l197056,forjeter,Nm,V,conv,X,conv,X,simple,NA
r13800,l197070,forlonge,l197071,forlonger,Nm,V,conv,X,conv,X,simple,NA
r13805,l197096,format,l197098,formater,Nm,V,conv,X,conv,X,simple,NA
r13806,l197096,format,l197117,former,Nm,V,conv,X,NA,X,simple,des2as
r13822,l197107,forme,l197117,former,Nf,V,conv,X,conv,X,simple,NA
r13835,l197164,formule,l197166,formuler,Nf,V,conv,X,conv,X,simple,NA
r13864,l197500,fouet,l197508,fouetter,Nm,V,conv,X,conv,X,simple,NA
r13883,l197580,fouille,l197584,fouiller,Nf,V,conv,X,conv,X,simple,NA
r13894,l197612,fouine,l197614,fouiner,Nf,V,conv,X,conv,X,simple,NA
r13913,l197657,foule,l197666,fouler,Nf,V,conv,X,conv,X,simple,NA
r13920,l197696,foulée,l197666,fouler,Nf,V,conv,X,NA,X,simple,des2as
r13921,l197752,fourbe,l197757,fourber,Nf,V,conv,X,conv,X,simple,NA
r13929,l197785,fourche,l197789,fourcher,Nf,V,conv,X,conv,X,simple,NA
r13933,l197821,fourgon,l197823,fourgonner,Nm,V,conv,X,conv,X,simple,NA
r13935,l197829,fourgue,l197831,fourguer,Nf,V,conv,X,conv,X,simple,NA
r13938,l197851,fourmi,l197867,fourmiller,Nf,V,conv,X,conv,X,simple,NA
r13955,l197959,fourrage,l197962,fourrager,Nm,V,conv,X,conv,X,simple,NA
r13976,l198062,fox-trot,l198064,fox-trotter,Nm,V,conv,X,conv,X,simple,NA
r13978,l198112,fracas,l198115,fracasser,Nm,V,conv,X,conv,X,simple,NA
r13982,l198130,fraction,l198134,fractionner,Nf,V,conv,X,conv,X,simple,NA
r13990,l198144,fracture,l198145,fracturer,Nf,V,conv,X,conv,X,simple,NA
r13994,l198156,fragment,l198163,fragmenter,Nm,V,conv,X,conv,X,simple,NA
r14000,l198183,frai,l198988,frayer,Nm,V,conv,X,conv,X,simple,NA
r14004,l198218,fraise,l198220,fraiser,Nf,V,conv,X,conv,X,simple,NA
r14013,l198269,framboise,l198271,framboiser,Nf,V,conv,X,conv,X,simple,NA
r14029,l198761,frange,l198765,franger,Nf,V,conv,X,conv,X,simple,NA
r14041,l198873,frappe,l198883,frapper,Nf,V,conv,X,conv,X,simple,NA
r14051,l198947,fraude,l198948,frauder,Nf,V,conv,X,conv,X,simple,NA
r14058,l198986,fraye,l198988,frayer,Nf,V,conv,X,conv,X,simple,NA
r14064,l199079,frein,l199086,freiner,Nm,V,conv,X,conv,X,simple,NA
r14072,l199108,frelat,l199112,frelater,Nm,V,conv,X,conv,X,simple,NA
r14082,l199266,fret,l200154,fréter,Nm,V,conv,X,conv,X,simple,NA
r14084,l199277,frette,l199282,fretter,Nf,V,conv,X,conv,X,simple,NA
r14091,l199348,fricassée,l199344,fricasser,Nf,V,conv,X,NA,X,simple,des2as
r14092,l199357,fricot,l199359,fricoter,Nm,V,conv,X,conv,X,simple,NA
r14107,l199430,frime,l199431,frimer,Nf,V,conv,X,conv,X,simple,NA
r14109,l199445,fringue,l199446,fringuer,Nf,V,conv,X,conv,X,simple,NA
r14113,l199469,fripon,l199472,friponner,Nm,V,conv,X,conv,X,simple,NA
r14135,l199539,frisson,l199542,frissonner,Nm,V,conv,X,conv,X,simple,NA
r14139,l199554,frite,l199556,friter,Nf,V,conv,X,conv,X,simple,NA
r14141,l199571,fritte,l199572,fritter,Nf,V,conv,X,conv,X,simple,NA
r14146,l199604,froc,l199833,froquer,Nm,V,conv,X,conv,X,simple,NA
r14150,l199669,fromage,l199673,fromager,Nm,V,conv,X,conv,X,simple,NA
r14157,l199730,fronce,l199732,froncer,Nf,V,conv,X,conv,X,simple,NA
r14159,l199739,fronde,l199740,fronder,Nf,V,conv,X,conv,X,simple,NA
r14177,l199846,frotte,l199848,frotter,Nf,V,conv,X,conv,X,simple,NA
r14200,l199987,frusques,l199986,frusquer,Nfp,V,conv,X,conv,X,simple,NA
r14208,l200052,frégate,l200053,frégater,Nf,V,conv,X,conv,X,simple,NA
r14226,l200221,frôler,l200222,frôler,Nm,V,conv,X,conv,X,simple,NA
r14233,l200285,fugue,l200287,fuguer,Nf,V,conv,X,conv,X,simple,NA
r14268,l200479,fumée,l200431,fumer,Nf,V,conv,X,NA,X,simple,des2as
r14269,l200508,fune,l200509,funer,Nm,V,conv,X,conv,X,simple,NA
r14272,l200568,furet,l200570,fureter,Nm,V,conv,X,conv,X,simple,NA
r14281,l200656,fuseau,l200663,fuseler,Nm,V,conv,X,conv,X,simple,NA
r14285,l200676,fusil,l200686,fusiller,Nm,V,conv,X,conv,X,simple,NA
r14301,l200747,fusée,l200668,fuser,Nf,V,conv,X,NA,X,simple,des2as
r14311,l200834,fâche,l200835,fâcher,Nf,V,conv,X,conv,X,simple,NA
r14319,l200918,fécule,l200922,féculer,Nm,V,conv,X,conv,X,simple,NA
r14337,l201000,félin,l201004,féliner,Nm,V,conv,X,conv,X,simple,NA
r14353,l201270,fête,l201273,fêter,Nf,V,conv,X,conv,X,simple,NA
r14356,l201309,gab,l201371,gaber,Nm,V,conv,X,conv,X,simple,NA
r14358,l201333,gabarit,l201330,gabarier,Nm,V,conv,X,conv,X,simple,NA
r14364,l201363,gabelle,l201357,gabeler,Nf,V,conv,X,conv,X,simple,NA
r14366,l201391,gabion,l201394,gabionner,Nm,V,conv,X,conv,X,simple,NA
r14372,l201526,gaffe,l201530,gaffer,Nf,V,conv,X,conv,X,simple,NA
r14377,l201555,gage,l201563,gager,Nm,V,conv,X,conv,X,simple,NA
r14385,l201591,gagne,l201598,gagner,Nf,V,conv,X,conv,X,simple,NA
r14392,l201694,gaine,l201697,gainer,Nf,V,conv,X,conv,X,simple,NA
r14399,l201819,galbe,l201821,galber,Nm,V,conv,X,conv,X,simple,NA
r14409,l202033,galoche,l202034,galocher,Nf,V,conv,X,conv,X,simple,NA
r14413,l202039,galon,l202041,galonner,Nm,V,conv,X,conv,X,simple,NA
r14418,l202052,galope,l202054,galoper,Nf,V,conv,X,conv,X,simple,NA
r14443,l202115,galère,l202145,galérer,Nf,V,conv,X,conv,X,simple,NA
r14445,l202181,gambade,l202183,gambader,Nf,V,conv,X,conv,X,simple,NA
r14451,l202195,gamberge,l202197,gamberger,Nf,V,conv,X,conv,X,simple,NA
r14453,l202213,gambille,l202214,gambiller,Nf,V,conv,X,conv,X,simple,NA
r14457,l202247,gamin,l202249,gaminer,Nm,V,conv,X,conv,X,simple,NA
r14465,l202396,gangrène,l202398,gangréner,Nf,V,conv,X,conv,X,simple,NA
r14472,l202442,ganse,l202443,ganser,Nf,V,conv,X,conv,X,simple,NA
r14473,l202452,gant,l202461,ganter,Nm,V,conv,X,conv,X,simple,NA
r14482,l202514,garance,l202515,garancer,Nf,V,conv,X,conv,X,simple,NA
r14486,l202536,garantie,l202537,garantir,Nf,V,conv,X,NA,X,simple,des2as
r14494,l202593,garde,l202680,garder,Nf,V,conv,X,conv,X,simple,NA
r14495,l202594,garde,l202680,garder,Nm,V,conv,X,conv,X,simple,NA
r14506,l202731,gare,l202744,garer,Nf,V,conv,X,conv,X,simple,NA
r14509,l202786,gargote,l202787,gargoter,Nf,V,conv,X,conv,X,simple,NA
r14514,l202795,gargouille,l202797,gargouiller,Nf,V,conv,X,conv,X,simple,NA
r14534,l202941,garrot,l202946,garrotter,Nm,V,conv,X,conv,X,simple,NA
r14557,l203233,gauche,l203247,gauchir,Nf,V,conv,X,conv,X,simple,NA
r14571,l203316,gaudriole,l203317,gaudrioler,Nf,V,conv,X,conv,X,simple,NA
r14576,l203322,gaufre,l203324,gaufrer,Nf,V,conv,X,conv,X,simple,NA
r14583,l203360,gaule,l203363,gauler,Nf,V,conv,X,conv,X,simple,NA
r14587,l203414,gausse,l203415,gausser,Nf,V,conv,X,conv,X,simple,NA
r14600,l203542,gaz,l203566,gazer,Nm,V,conv,X,conv,X,simple,NA
r14602,l203560,gaze,l203566,gazer,Nf,V,conv,X,conv,X,simple,NA
r14613,l203602,gazon,l203607,gazonner,Nm,V,conv,X,conv,X,simple,NA
r14628,l203753,gel,l203771,geler,Nm,V,conv,X,conv,X,simple,NA
r14631,l203800,gelée,l203771,geler,Nf,V,conv,X,NA,X,simple,des2as
r14640,l203829,gemme,l203830,gemmer,Nf,V,conv,X,conv,X,simple,NA
r14670,l204202,gerbe,l204206,gerber,Nf,V,conv,X,conv,X,simple,NA
r14680,l204231,gerce,l204233,gercer,Nf,V,conv,X,conv,X,simple,NA
r14687,l204352,germe,l204358,germer,Nm,V,conv,X,conv,X,simple,NA
r14715,l204694,giberne,l204695,giberner,Nf,V,conv,X,conv,X,simple,NA
r14723,l204750,giclée,l204745,gicler,Nf,V,conv,X,NA,X,simple,des2as
r14726,l204790,gifle,l204791,gifler,Nf,V,conv,X,conv,X,simple,NA
r14735,l204915,gigot,l204920,gigoter,Nm,V,conv,X,conv,X,simple,NA
r14748,l204933,gigue,l204934,giguer,Nf,V,conv,X,conv,X,simple,NA
r14760,l205251,giron,l205278,gironner,Nm,V,conv,X,conv,X,simple,NA
r14761,l205291,girouette,l205292,girouetter,Nf,V,conv,X,conv,X,simple,NA
r14765,l205425,givre,l205426,givrer,Nm,V,conv,X,conv,X,simple,NA
r14768,l205520,glace,l205523,glacer,Nf,V,conv,X,conv,X,simple,NA
r14783,l205590,glaire,l205592,glairer,Nf,V,conv,X,conv,X,simple,NA
r14784,l205600,glaise,l205601,glaiser,Nf,V,conv,X,conv,X,simple,NA
r14788,l205632,gland,l205645,glander,Nm,V,conv,X,conv,X,simple,NA
r14799,l205687,glane,l205690,glaner,Nf,V,conv,X,conv,X,simple,NA
r14809,l205785,glaviot,l205787,glaviotter,Nm,V,conv,X,conv,X,simple,NA
r14817,l205856,glisse,l205858,glisser,Nf,V,conv,X,conv,X,simple,NA
r14843,l205953,glose,l205954,gloser,Nf,V,conv,X,conv,X,simple,NA
r14871,l206069,glu,l206111,gluer,Nf,V,conv,X,conv,X,simple,NA
r14893,l206244,glène,l206256,gléner,Nf,V,conv,X,conv,X,simple,NA
r14904,l206383,gobe,l206405,gober,Nf,V,conv,X,conv,X,simple,NA
r14930,l206448,godaille,l206449,godailler,Nf,V,conv,X,conv,X,simple,NA
r14938,l206508,godille,l206509,godiller,Nf,V,conv,X,conv,X,simple,NA
r14952,l206620,goinfre,l206621,goinfrer,Nm,V,conv,X,conv,X,simple,NA
r14959,l206673,golgotha,l206674,golgother,Npx,V,conv,X,conv,X,simple,NA
r14961,l206724,gomina,l206725,gominer,Nf,V,conv,X,conv,X,simple,NA
r14964,l206733,gomme,l206752,gommer,Nf,V,conv,X,conv,X,simple,NA
r14976,l206844,gondole,l206846,gondoler,Nf,V,conv,X,conv,X,simple,NA
r14997,l207083,gorge,l207095,gorger,Nf,V,conv,X,conv,X,simple,NA
r15014,l207258,gouache,l207259,gouacher,Nf,V,conv,X,conv,X,simple,NA
r15016,l207264,gouaille,l207265,gouailler,Nf,V,conv,X,conv,X,simple,NA
r15024,l207283,gouape,l207284,gouaper,Nf,V,conv,X,conv,X,simple,NA
r15026,l207341,goudron,l207344,goudronner,Nm,V,conv,X,conv,X,simple,NA
r15032,l207376,gouge,l207381,gouger,Nf,V,conv,X,conv,X,simple,NA
r15035,l207423,goujon,l207425,goujonner,Nm,V,conv,X,conv,X,simple,NA
r15044,l207521,goupille,l207522,goupiller,Nf,V,conv,X,conv,X,simple,NA
r15046,l207533,goupillon,l207535,goupillonner,Nm,V,conv,X,conv,X,simple,NA
r15054,l207589,gourdin,l207590,gourdiner,Nm,V,conv,X,conv,X,simple,NA
r15062,l207612,gourgandine,l207613,gourgandiner,Nf,V,conv,X,conv,X,simple,NA
r15066,l207675,gournable,l207676,gournabler,Nf,V,conv,X,conv,X,simple,NA
r15072,l207760,goutte,l207768,goutter,Nf,V,conv,X,conv,X,simple,NA
r15083,l207802,gouverne,l207814,gouverner,Nf,V,conv,X,conv,X,simple,NA
r15105,l207952,goût,l207956,goûter,Nm,V,conv,X,conv,X,simple,NA
r15116,l208071,graffiti,l208069,graffiter,Nm,V,conv,X,conv,X,simple,NA
r15118,l208099,graille,l208101,grailler,Nf,V,conv,X,conv,X,simple,NA
r15120,l208102,graillon,l208106,graillonner,Nm,V,conv,X,conv,X,simple,NA
r15127,l208115,grain,l208129,grainer,Nm,V,conv,X,conv,X,simple,NA
r15128,l208115,grain,l209326,greneler,Nm,V,conv,X,conv,X,simple,NA
r15137,l208157,graisse,l208159,graisser,Nf,V,conv,X,conv,X,simple,NA
r15159,l208623,grange,l208640,granger,Nf,V,conv,X,conv,X,simple,NA
r15166,l208667,granit,l208674,graniter,Nm,V,conv,X,conv,X,simple,NA
r15174,l208714,granulat,l208719,granuler,Nm,V,conv,X,NA,X,simple,des2as
r15207,l208832,grappille,l208834,grappiller,Nf,V,conv,X,conv,X,simple,NA
r15222,l208907,graticule,l208908,graticuler,Nm,V,conv,X,conv,X,simple,NA
r15224,l208922,gratin,l208924,gratiner,Nm,V,conv,X,conv,X,simple,NA
r15232,l208947,gratte,l208972,gratter,Nf,V,conv,X,conv,X,simple,NA
r15279,l209231,greffe,l209236,greffer,Nf,V,conv,X,conv,X,simple,NA
r15286,l209256,grelot,l209262,grelotter,Nm,V,conv,X,conv,X,simple,NA
r15288,l209260,grelotte,l209262,grelotter,Nf,V,conv,X,conv,X,simple,NA
r15292,l209281,grenade,l209283,grenader,Nf,V,conv,X,conv,X,simple,NA
r15309,l209359,grenouille,l209363,grenouiller,Nf,V,conv,X,conv,X,simple,NA
r15326,l209492,griffe,l209495,griffer,Nf,V,conv,X,conv,X,simple,NA
r15362,l209576,gril,l209590,griller,Nm,V,conv,X,conv,X,simple,NA
r15367,l209587,grille,l209590,griller,Nf,V,conv,X,conv,X,simple,NA
r15370,l209598,grillon,l209603,grillonner,Nm,V,conv,X,conv,X,simple,NA
r15372,l209612,grimace,l209614,grimacer,Nf,V,conv,X,conv,X,simple,NA
r15377,l209644,grime,l209649,grimer,Nm,V,conv,X,conv,X,simple,NA
r15380,l209668,grimpe,l209672,grimper,Nf,V,conv,X,conv,X,simple,NA
r15388,l209682,grimpée,l209672,grimper,Nf,V,conv,X,NA,X,simple,des2as
r15397,l209692,grinche,l209696,grincher,Nf,V,conv,X,conv,X,simple,NA
r15398,l209693,grinche,l209696,grincher,Nm,V,conv,X,conv,X,simple,NA
r15423,l209861,grive,l209866,griveler,Nf,V,conv,X,conv,X,simple,NA
r15434,l209919,grognasse,l209920,grognasser,Nf,V,conv,X,conv,X,simple,NA
r15435,l209922,grogne,l209924,grogner,Nf,V,conv,X,NA,X,simple,des2as
r15436,l209922,grogne,l209924,grogner,Nf,V,conv,X,conv,X,simple,NA
r15448,l209946,groin,l209947,groiner,Nm,V,conv,X,conv,X,simple,NA
r15454,l209996,gronde,l209998,gronder,Nf,V,conv,X,conv,X,simple,NA
r15476,l210186,groupe,l210189,grouper,Nm,V,conv,X,conv,X,simple,NA
r15490,l210268,grumeau,l210271,grumeler,Nm,V,conv,X,conv,X,simple,NA
r15496,l210377,grès,l210479,gréser,Nm,V,conv,X,conv,X,simple,NA
r15508,l210485,grésil,l210492,grésiller,Nm,V,conv,X,conv,X,simple,NA
r15514,l210571,grêle,l210573,grêler,Nf,V,conv,X,conv,X,simple,NA
r15525,l210774,guerdon,l210775,guerdonner,Nm,V,conv,X,conv,X,simple,NA
r15531,l210876,guet,l210882,guetter,Nm,V,conv,X,conv,X,simple,NA
r15536,l210901,gueule,l210905,gueuler,Nf,V,conv,X,conv,X,simple,NA
