rid,lid_1,graph_1,lid_2,graph_2,cat_1,cat_2,type_cstr_1,cstr_1,type_cstr_2,cstr_2,complexite,orientation
r30871,l348678,tempête,l348680,tempêter,Nf,V,conv,X,conv,X,simple,NA
r30873,l348689,tenaille,l348691,tenailler,Nf,V,conv,X,conv,X,simple,NA
r30922,l348852,tenue,l348769,tenir,Nf,V,conv,X,NA,X,simple,des2as
r30924,l348929,terme,l348933,termer,Nm,V,conv,X,conv,X,simple,NA
r30945,l349095,terre,l349136,terrer,Nf,V,conv,X,conv,X,simple,NA
r30946,l349095,terre,l349177,terrir,Nf,V,conv,X,conv,X,simple,NA
r30959,l349313,test,l349332,tester,Nm,V,conv,X,conv,X,simple,NA
r30980,l349461,texture,l349462,texturer,Nf,V,conv,X,conv,X,simple,NA
r31089,l351151,tic,l351670,tiquer,Nm,V,conv,X,conv,X,simple,NA
r31097,l351335,tigre,l351339,tigrer,Nm,V,conv,X,conv,X,simple,NA
r31115,l351488,timbre,l351493,timbrer,Nm,V,conv,X,conv,X,simple,NA
r31123,l351594,tintamarre,l351595,tintamarrer,Nm,V,conv,X,conv,X,simple,NA
r31132,l351680,tir,l351797,tirer,Nm,V,conv,X,conv,X,simple,NA
r31144,l351716,tire,l351797,tirer,Nf,V,conv,X,conv,X,simple,NA
r31148,l351785,tireli,l351789,tirelirer,Nm,V,conv,X,conv,X,simple,NA
r31161,l351849,tison,l351851,tisonner,Nm,V,conv,X,conv,X,simple,NA
r31187,l351939,titre,l351943,titrer,Nm,V,conv,X,conv,X,simple,NA
r31200,l352027,toast,l352030,toaster,Nm,V,conv,X,conv,X,simple,NA
r31204,l352084,tocsin,l352086,tocsinner,Nm,V,conv,X,conv,X,simple,NA
r31212,l352138,toilette,l352139,toiletter,Nf,V,conv,X,conv,X,simple,NA
r31223,l352151,toise,l352153,toiser,Nf,V,conv,X,conv,X,simple,NA
r31227,l352157,toisé,l352153,toiser,Nm,V,conv,X,NA,X,simple,des2as
r31236,l352291,tomber,l352292,tomber,Nm,V,conv,X,conv,X,simple,NA
r31242,l352324,tombé,l352292,tomber,Nm,V,conv,X,NA,X,simple,des2as
r31243,l352325,tombée,l352292,tomber,Nf,V,conv,X,NA,X,simple,des2as
r31245,l352330,tome,l352332,tomer,Nm,V,conv,X,conv,X,simple,NA
r31269,l352470,tonnelle,l352464,tonneler,Nf,V,conv,X,conv,X,simple,NA
r31275,l352498,tonsure,l352499,tonsurer,Nf,V,conv,X,conv,X,simple,NA
r31276,l352508,tontine,l352509,tontiner,Nf,V,conv,X,conv,X,simple,NA
r31300,l352661,torchée,l352647,torcher,Nf,V,conv,X,NA,X,simple,des2as
r31308,l352721,torgnole,l352722,torgnoler,Nf,V,conv,X,conv,X,simple,NA
r31311,l352752,toron,l352754,toronner,Nm,V,conv,X,conv,X,simple,NA
r31316,l352775,torpille,l352776,torpiller,Nf,V,conv,X,conv,X,simple,NA
r31333,l352875,tortille,l352877,tortiller,Nf,V,conv,X,NA,X,simple,des2as
r31335,l352881,tortillon,l352883,tortillonner,Nm,V,conv,X,conv,X,simple,NA
r31340,l352899,tortore,l352903,tortorer,Nf,V,conv,X,conv,X,simple,NA
r31343,l352924,torture,l352925,torturer,Nf,V,conv,X,conv,X,simple,NA
r31360,l353065,touche,l353072,toucher,Nf,V,conv,X,conv,X,simple,NA
r31363,l353071,toucher,l353072,toucher,Nm,V,conv,X,conv,X,simple,NA
r31367,l353098,toue,l353099,touer,Nf,V,conv,X,conv,X,simple,NA
r31369,l353108,touffe,l353109,touffer,Nf,V,conv,X,conv,X,simple,NA
r31375,l353140,touille,l353143,touiller,Nf,V,conv,X,conv,X,simple,NA
r31383,l353221,toupie,l353226,toupiller,Nf,V,conv,X,conv,X,simple,NA
r31386,l353245,tour,l353479,tourner,Nm,V,conv,X,conv,X,simple,NA
r31391,l353286,tourbe,l353288,tourber,Nf,V,conv,X,conv,X,simple,NA
r31393,l353296,tourbillon,l353302,tourbillonner,Nm,V,conv,X,conv,X,simple,NA
r31411,l353375,tourment,l353380,tourmenter,Nm,V,conv,X,conv,X,simple,NA
r31415,l353379,tourmente,l353380,tourmenter,Nf,V,conv,X,conv,X,simple,NA
r31424,l353429,tourne,l353479,tourner,Nf,V,conv,X,conv,X,simple,NA
r31439,l353515,tournoi,l353529,tournoyer,Nm,V,conv,X,NA,X,simple,des2as
r31441,l353541,tournée,l353479,tourner,Nf,V,conv,X,NA,X,simple,des2as
r31457,l353798,touée,l353099,touer,Nf,V,conv,X,NA,X,simple,des2as
r31466,l353891,traboule,l353892,trabouler,Nf,V,conv,X,conv,X,simple,NA
r31470,l353910,tracas,l353913,tracasser,Nm,V,conv,X,conv,X,simple,NA
r31474,l353920,trace,l353927,tracer,Nf,V,conv,X,conv,X,simple,NA
r31489,l353990,tract,l351797,tirer,Nm,V,conv,X,NA,X,simple,des2as
r31504,l354023,tracé,l353927,tracer,Nm,V,conv,X,NA,X,simple,des2as
r31522,l354088,trafic,l354097,trafiquer,Nm,V,conv,X,conv,X,simple,NA
r31538,l354176,traite,l354167,traire,Nf,V,conv,X,NA,X,simple,des2as
r31541,l354193,traité,l354178,traiter,Nm,V,conv,X,NA,X,simple,des2as
r31545,l354231,trame,l354241,tramer,Nf,V,conv,X,conv,X,simple,NA
r31553,l354284,tranchefile,l354285,tranchefiler,Nf,V,conv,X,conv,X,simple,NA
r31561,l354299,tranchée,l354288,trancher,Nf,V,conv,X,NA,X,simple,des2as
r31583,l354451,transfert,l354499,transférer,Nm,V,conv,X,conv,X,simple,NA
r31615,l354553,transit,l354558,transiter,Nm,V,conv,X,conv,X,simple,NA
r31650,l354680,transplant,l354684,transplanter,Nm,V,conv,X,NA,X,simple,des2as
r31653,l354695,transport,l354700,transporter,Nm,V,conv,X,NA,X,simple,des2as
r31654,l354695,transport,l354700,transporter,Nm,V,conv,X,conv,X,simple,NA
r31670,l354747,transsudat,l354749,transsuder,Nm,V,conv,X,NA,X,simple,des2as
r31683,l354864,traque,l354868,traquer,Nf,V,conv,X,conv,X,simple,NA
r31684,l354865,traquenard,l354866,traquenarder,Nm,V,conv,X,conv,X,simple,NA
r31694,l354911,travail,l354923,travailler,Nm,V,conv,X,conv,X,simple,NA
r31704,l354972,traversée,l354960,traverser,Nf,V,conv,X,NA,X,simple,des2as
r31722,l355036,traînasse,l355038,traînasser,Nf,V,conv,X,NA,X,simple,des2as
r31725,l355040,traîne,l355064,traîner,Nf,V,conv,X,conv,X,simple,NA
r31733,l355076,traînée,l355064,traîner,Nf,V,conv,X,NA,X,simple,des2as
r31740,l355189,tremble,l355191,trembler,Nm,V,conv,X,conv,X,simple,NA
r31751,l355209,tremblote,l355211,trembloter,Nf,V,conv,X,NA,X,simple,des2as
r31752,l355209,tremblote,l355211,trembloter,Nf,V,conv,X,conv,X,simple,NA
r31764,l355226,trempe,l355227,tremper,Nf,V,conv,X,conv,X,simple,NA
r31776,l355348,tressaut,l355351,tressauter,Nm,V,conv,X,conv,X,simple,NA
r31778,l355352,tresse,l355356,tresser,Nf,V,conv,X,conv,X,simple,NA
r31785,l355390,treuil,l355393,treuiller,Nm,V,conv,X,conv,X,simple,NA
r31787,l355416,tri,l355799,trier,Nm,V,conv,X,conv,X,simple,NA
r31796,l355511,tribade,l355512,tribader,Nf,V,conv,X,conv,X,simple,NA
r31800,l355548,tribouil,l355549,tribouiller,Nm,V,conv,X,conv,X,simple,NA
r31809,l355612,triche,l355613,tricher,Nf,V,conv,X,conv,X,simple,NA
r31825,l355727,tricot,l355731,tricoter,Nm,V,conv,X,conv,X,simple,NA
r31849,l355857,trigaud,l355859,trigauder,Nm,V,conv,X,conv,X,simple,NA
r31855,l355948,trille,l355950,triller,Nf,V,conv,X,conv,X,simple,NA
r31856,l355949,trille,l355950,triller,Nm,V,conv,X,conv,X,simple,NA
r31894,l356051,tringle,l356052,tringler,Nf,V,conv,X,conv,X,simple,NA
r31904,l356142,triomphe,l356144,triompher,Nf,V,conv,X,conv,X,simple,NA
r31905,l356143,triomphe,l356144,triompher,Nm,V,conv,X,conv,X,simple,NA
r31920,l356266,tripot,l356273,tripoter,Nm,V,conv,X,conv,X,simple,NA
r31927,l356300,trique,l356304,triquer,Nf,V,conv,X,conv,X,simple,NA
r31957,l356534,troc,l356852,troquer,Nm,V,conv,X,conv,X,simple,NA
r31964,l356587,trognon,l356588,trognonner,Nm,V,conv,X,conv,X,simple,NA
r31988,l356790,tronçon,l356794,tronçonner,Nm,V,conv,X,conv,X,simple,NA
r32003,l356860,trot,l356882,trotter,Nm,V,conv,X,conv,X,simple,NA
r32004,l356876,trotte,l356882,trotter,Nf,V,conv,X,conv,X,simple,NA
r32014,l356901,trou,l356950,trouer,Nm,V,conv,X,conv,X,simple,NA
r32042,l357045,trouée,l356950,trouer,Nf,V,conv,X,NA,X,simple,des2as
r32043,l357064,truand,l357068,truander,Nm,V,conv,X,conv,X,simple,NA
r32047,l357078,truc,l357208,truquer,Nm,V,conv,X,conv,X,simple,NA
r32054,l357124,truelle,l357125,trueller,Nf,V,conv,X,conv,X,simple,NA
r32077,l357215,trusquin,l357217,trusquiner,Nm,V,conv,X,conv,X,simple,NA
r32079,l357218,trust,l357220,truster,Nm,V,conv,X,conv,X,simple,NA
r32085,l357308,trébucher,l357309,trébucher,Nm,V,conv,X,conv,X,simple,NA
r32092,l357558,trémolo,l357556,trémoler,Nm,V,conv,X,conv,X,simple,NA
r32097,l357640,trépan,l357645,trépaner,Nm,V,conv,X,conv,X,simple,NA
r32100,l357649,trépas,l357651,trépasser,Nm,V,conv,X,conv,X,simple,NA
r32118,l357744,trévire,l357745,trévirer,Nf,V,conv,X,conv,X,simple,NA
r32122,l357823,trône,l357824,trôner,Nm,V,conv,X,conv,X,simple,NA
r32130,l357928,tube,l357931,tuber,Nm,V,conv,X,conv,X,simple,NA
r32152,l358078,tuile,l358081,tuiler,Nf,V,conv,X,conv,X,simple,NA
r32160,l358152,tumulte,l358154,tumultuer,Nm,V,conv,X,conv,X,simple,NA
r32171,l358257,turbin,l358264,turbiner,Nm,V,conv,X,conv,X,simple,NA
r32176,l358261,turbine,l358264,turbiner,Nf,V,conv,X,conv,X,simple,NA
r32193,l358541,tuteur,l358544,tuteurer,Nm,V,conv,X,conv,X,simple,NA
r32210,l358598,tuyau,l358601,tuyauter,Nm,V,conv,X,conv,X,simple,NA
r32223,l358655,twist,l358656,twister,Nm,V,conv,X,conv,X,simple,NA
r32231,l358708,type,l358709,typer,Nm,V,conv,X,conv,X,simple,NA
r32250,l358841,tâche,l358842,tâcher,Nf,V,conv,X,conv,X,simple,NA
r32279,l358961,télex,l358962,télexer,Nm,V,conv,X,conv,X,simple,NA
r32283,l359038,télécommande,l359039,télécommander,Nf,V,conv,X,conv,X,simple,NA
r32338,l359277,télétravail,l359278,télétravailler,Nm,V,conv,X,conv,X,simple,NA
r32344,l359328,témoin,l359327,témoigner,Nm,V,conv,X,conv,X,simple,NA
r32370,l359736,tétée,l359549,téter,Nf,V,conv,X,NA,X,simple,des2as
r32384,l359967,ulcère,l359970,ulcérer,Nm,V,conv,X,conv,X,simple,NA
r32436,l360891,urine,l360893,uriner,Nf,V,conv,X,conv,X,simple,NA
r32454,l361110,user,l361111,user,Nm,V,conv,X,conv,X,simple,NA
r32463,l361122,usine,l361123,usiner,Nf,V,conv,X,conv,X,simple,NA
r32471,l361161,ustensile,l361162,ustensiler,Nm,V,conv,X,conv,X,simple,NA
r32477,l361187,usure,l361188,usurer,Nf,V,conv,X,conv,X,simple,NA
r32506,l361431,vacarme,l361432,vacarmer,Nm,V,conv,X,conv,X,simple,NA
r32512,l361442,vaccin,l361452,vacciner,Nm,V,conv,X,conv,X,simple,NA
r32522,l361476,vache,l361483,vacher,Nf,V,conv,X,conv,X,simple,NA
r32534,l361573,vadrouille,l361574,vadrouiller,Nf,V,conv,X,conv,X,simple,NA
r32538,l361590,vagabond,l361594,vagabonder,Nm,V,conv,X,conv,X,simple,NA
r32547,l361638,vague,l361642,vaguer,Nf,V,conv,X,conv,X,simple,NA
r32556,l361961,valdingue,l361964,valdinguer,Nf,V,conv,X,NA,X,simple,des2as
r32557,l361961,valdingue,l361964,valdinguer,Nf,V,conv,X,conv,X,simple,NA
r32558,l362087,valet,l362092,valeter,Nm,V,conv,X,conv,X,simple,NA
r32564,l362516,valse,l362521,valser,Nf,V,conv,X,conv,X,simple,NA
r32580,l362628,vamp,l362629,vamper,Nm,V,conv,X,conv,X,simple,NA
r32590,l362653,van,l362793,vanner,Nm,V,conv,X,conv,X,simple,NA
r32626,l362967,varappe,l362968,varapper,Nf,V,conv,X,conv,X,simple,NA
r32642,l363106,varlope,l363107,varloper,Nf,V,conv,X,conv,X,simple,NA
r32644,l363225,vase,l363235,vaser,Nf,V,conv,X,conv,X,simple,NA
r32645,l363231,vaseline,l363232,vaseliner,Nf,V,conv,X,conv,X,simple,NA
r32662,l363728,veau,l370764,vêler,Nm,V,conv,X,conv,X,simple,NA
r32673,l363808,veille,l363813,veiller,Nf,V,conv,X,conv,X,simple,NA
r32677,l363824,veillée,l363813,veiller,Nf,V,conv,X,NA,X,simple,des2as
r32680,l363831,veine,l363834,veiner,Nf,V,conv,X,conv,X,simple,NA
r32690,l363953,velours,l363957,velouter,Nm,V,conv,X,conv,X,simple,NA
r32696,l363964,velte,l363965,velter,Nf,V,conv,X,conv,X,simple,NA
r32698,l364041,vendange,l364046,vendanger,Nf,V,conv,X,conv,X,simple,NA
r32717,l364223,vent,l364249,venter,Nm,V,conv,X,conv,X,simple,NA
r32735,l364293,ventouse,l364294,ventouser,Nf,V,conv,X,conv,X,simple,NA
r32744,l364342,venue,l364195,venir,Nf,V,conv,X,NA,X,simple,des2as
r32751,l364362,verbiage,l364363,verbiager,Nm,V,conv,X,conv,X,simple,NA
r32791,l364913,vernis,l364912,vernir,Nm,V,conv,X,conv,X,simple,NA
r32792,l364913,vernis,l364915,vernisser,Nm,V,conv,X,conv,X,simple,NA
r32804,l365074,verrou,l365079,verrouiller,Nm,V,conv,X,conv,X,simple,NA
r32812,l365124,verse,l365130,verser,Nf,V,conv,X,conv,X,simple,NA
r32833,l365277,vertèbre,l365281,vertébrer,Nf,V,conv,X,conv,X,simple,NA
r32835,l365395,vesse,l365401,vesser,Nf,V,conv,X,conv,X,simple,NA
r32859,l365632,viande,l365633,viander,Nf,V,conv,X,conv,X,simple,NA
r32876,l365748,vicaire,l365762,vicarier,Nm,V,conv,X,conv,X,simple,NA
r32880,l365770,vice,l365863,vicier,Nm,V,conv,X,conv,X,simple,NA
r32900,l365927,victime,l365928,victimer,Nf,V,conv,X,conv,X,simple,NA
r32918,l366111,vie,l368983,vivre,Nf,V,conv,X,conv,X,simple,NA
r32922,l366170,vielle,l366174,vieller,Nf,V,conv,X,conv,X,simple,NA
r32948,l367673,villégiature,l367674,villégiaturer,Nf,V,conv,X,conv,X,simple,NA
r32949,l367765,vin,l367895,viner,Nm,V,conv,X,conv,X,simple,NA
r32969,l368094,viol,l368127,violer,Nm,V,conv,X,conv,X,simple,NA
r33010,l368246,vire,l368263,virer,Nf,V,conv,X,conv,X,simple,NA
r33017,l368282,virevolte,l368283,virevolter,Nf,V,conv,X,conv,X,simple,NA
r33022,l368312,virgule,l368313,virguler,Nf,V,conv,X,conv,X,simple,NA
r33026,l368370,virole,l368371,viroler,Nf,V,conv,X,conv,X,simple,NA
r33031,l368453,virée,l368263,virer,Nf,V,conv,X,NA,X,simple,des2as
r33033,l368460,vis,l368600,visser,Nf,V,conv,X,conv,X,simple,NA
r33034,l368464,visa,l368517,viser,Nm,V,conv,X,conv,X,simple,NA
r33064,l368568,visite,l368569,visiter,Nf,V,conv,X,conv,X,simple,NA
r33078,l368625,visé,l368517,viser,Nm,V,conv,X,NA,X,simple,des2as
r33079,l368626,visée,l368517,viser,Nf,V,conv,X,NA,X,simple,des2as
r33082,l368651,vitamine,l368653,vitaminer,Nf,V,conv,X,conv,X,simple,NA
r33087,l368720,vitre,l368724,vitrer,Nf,V,conv,X,conv,X,simple,NA
r33096,l368750,vitriol,l368752,vitrioler,Nm,V,conv,X,conv,X,simple,NA
r33124,l368982,vivre,l368983,vivre,Nm,V,conv,X,conv,X,simple,NA
r33138,l369083,vocalise,l369084,vocaliser,Nf,V,conv,X,NA,X,simple,des2as
r33148,l369135,voeu,l369659,vouer,Nm,V,conv,X,conv,X,simple,NA
r33149,l369158,vogue,l369159,voguer,Nf,V,conv,X,conv,X,simple,NA
r33154,l369177,voile,l369181,voiler,Nf,V,conv,X,conv,X,simple,NA
r33155,l369178,voile,l369181,voiler,Nm,V,conv,X,conv,X,simple,NA
r33160,l369206,voir,l369207,voir,Nm,V,conv,X,conv,X,simple,NA
r33166,l369248,voiture,l369259,voiturer,Nf,V,conv,X,conv,X,simple,NA
r33169,l369272,vol,l369333,voler,Nm,V,conv,X,conv,X,simple,NA
r33184,l369332,voler,l369333,voler,Nm,V,conv,X,conv,X,simple,NA
r33192,l369365,volige,l369367,voliger,Nf,V,conv,X,conv,X,simple,NA
r33211,l369456,volte,l369459,volter,Nf,V,conv,X,conv,X,simple,NA
r33212,l369460,voltige,l369462,voltiger,Nf,V,conv,X,conv,X,simple,NA
r33224,l369500,volute,l369501,voluter,Nf,V,conv,X,conv,X,simple,NA
r33227,l369526,volée,l369333,voler,Nf,V,conv,X,NA,X,simple,des2as
r33243,l369644,vote,l369647,voter,Nf,V,conv,X,conv,X,simple,NA
r33244,l369645,vote,l369647,voter,Nm,V,conv,X,conv,X,simple,NA
r33248,l369729,vouloir,l369730,vouloir,Nm,V,conv,X,conv,X,simple,NA
r33254,l369865,voyage,l369869,voyager,Nm,V,conv,X,conv,X,simple,NA
r33271,l369926,voûte,l369929,voûter,Nf,V,conv,X,conv,X,simple,NA
r33280,l369996,vrille,l370000,vriller,Nf,V,conv,X,conv,X,simple,NA
r33285,l370063,vue,l369207,voir,Nf,V,conv,X,NA,X,simple,des2as
r33315,l370257,véhicule,l370258,véhiculer,Nm,V,conv,X,conv,X,simple,NA
r33346,l370655,vétille,l370656,vétiller,Nf,V,conv,X,conv,X,simple,NA
r33361,l371225,warrant,l371227,warranter,Nm,V,conv,X,conv,X,simple,NA
r33405,l372797,yeux,l373627,zieuter,Nmp,V,conv,X,conv,X,simple,NA
r33406,l372839,yo-yo,l373017,yoyoter,Nm,V,conv,X,conv,X,simple,NA
r33424,l373539,zeste,l373540,zester,Nm,V,conv,X,conv,X,simple,NA
r33433,l373664,zigzag,l373666,zigzaguer,Nm,V,conv,X,conv,X,simple,NA
r33435,l373706,zinc,l373740,zinguer,Nm,V,conv,X,conv,X,simple,NA
r33442,l373771,zip,l373777,zipper,Nm,V,conv,X,conv,X,simple,NA
r33456,l373905,zone,l373907,zoner,Nf,V,conv,X,conv,X,simple,NA
r33467,l373970,zoom,l373974,zoomer,Nm,V,conv,X,conv,X,simple,NA
r33483,l374120,zouk,l374121,zouker,Nm,V,conv,X,conv,X,simple,NA
r33491,l374232,zwanze,l374233,zwanzer,Nm,V,conv,X,conv,X,simple,NA
r33494,l374320,zèbre,l374332,zébrer,Nm,V,conv,X,conv,X,simple,NA
r33506,l375139,âme,l99896,animer,Nf,V,conv,X,conv,X,simple,NA
r33521,l375282,ébat,l375288,ébattre,Nm,V,conv,X,conv,X,simple,NA
r33522,l375286,ébats,l375288,ébattre,Nm,V,conv,X,conv,X,simple,NA
r33528,l375295,ébauche,l375297,ébaucher,Nf,V,conv,X,conv,X,simple,NA
r33591,l375550,écaille,l375554,écailler,Nf,V,conv,X,conv,X,simple,NA
r33600,l375574,écale,l375575,écaler,Nf,V,conv,X,conv,X,simple,NA
r33601,l375585,écang,l375587,écanguer,Nm,V,conv,X,conv,X,simple,NA
r33605,l375615,écart,l375624,écarter,Nm,V,conv,X,conv,X,simple,NA
r33616,l375660,échafaud,l375664,échafauder,Nm,V,conv,X,conv,X,simple,NA
r33629,l375671,échalas,l375674,échalasser,Nm,V,conv,X,conv,X,simple,NA
r33635,l375708,échange,l375712,échanger,Nm,V,conv,X,conv,X,simple,NA
r33640,l375728,échantillon,l375732,échantillonner,Nm,V,conv,X,conv,X,simple,NA
r33650,l375746,échappée,l375743,échapper,Nf,V,conv,X,NA,X,simple,des2as
r33661,l375775,écharpe,l375778,écharper,Nf,V,conv,X,conv,X,simple,NA
r33672,l375817,échauffe,l375819,échauffer,Nf,V,conv,X,conv,X,simple,NA
r33675,l375848,échelle,l375843,écheler,Nf,V,conv,X,conv,X,simple,NA
r33689,l375926,échine,l375928,échiner,Nf,V,conv,X,conv,X,simple,NA
r33693,l375999,échoppe,l376000,échopper,Nf,V,conv,X,conv,X,simple,NA
r33705,l376063,éclair,l376079,éclairer,Nm,V,conv,X,NA,X,simple,des2as
r33708,l376070,éclaircie,l376071,éclaircir,Nf,V,conv,X,NA,X,simple,des2as
r33719,l376101,éclat,l376106,éclater,Nm,V,conv,X,conv,X,simple,NA
r33723,l376131,éclipse,l376133,éclipser,Nf,V,conv,X,conv,X,simple,NA
r33726,l376138,éclisse,l376139,éclisser,Nf,V,conv,X,conv,X,simple,NA
r33732,l376164,écluse,l376167,écluser,Nf,V,conv,X,conv,X,simple,NA
r33760,l376356,écope,l376357,écoper,Nf,V,conv,X,conv,X,simple,NA
r33767,l376372,écorce,l376378,écorcer,Nf,V,conv,X,conv,X,simple,NA
r33781,l376399,écore,l376402,écorer,Nf,V,conv,X,conv,X,simple,NA
r33807,l376543,écoute,l376545,écouter,Nf,V,conv,X,conv,X,simple,NA
r33816,l376555,écouvillon,l376558,écouvillonner,Nm,V,conv,X,conv,X,simple,NA
r33861,l376691,écrou,l376698,écrouer,Nm,V,conv,X,conv,X,simple,NA
r33878,l376799,écume,l376800,écumer,Nf,V,conv,X,conv,X,simple,NA
r33891,l376833,écusson,l376836,écussonner,Nm,V,conv,X,conv,X,simple,NA
r33905,l376900,édit,l376902,éditer,Nm,V,conv,X,NA,X,simple,des2as
r33963,l377141,égout,l377147,égoutter,Nm,V,conv,X,NA,X,simple,des2as
r33964,l377141,égout,l377147,égoutter,Nm,V,conv,X,conv,X,simple,NA
r33989,l377216,égrisé,l377214,égriser,Nm,V,conv,X,conv,X,simple,NA
r34016,l377369,élan,l377374,élancer,Nm,V,conv,X,conv,X,simple,NA
r34052,l377585,électrolyse,l377586,électrolyser,Nf,V,conv,X,conv,X,simple,NA
r34086,l377771,élingue,l377772,élinguer,Nm,V,conv,X,conv,X,simple,NA
r34112,l377908,élève,l377720,élever,Nm,V,conv,X,NA,X,simple,des2as
r34125,l377998,émail,l378001,émailler,Nm,V,conv,X,conv,X,simple,NA
r34147,l378080,émerillon,l378081,émerillonner,Nm,V,conv,X,conv,X,simple,NA
r34171,l378200,émonde,l378202,émonder,Nf,V,conv,X,conv,X,simple,NA
r34172,l378203,émondes,l378202,émonder,Nf,V,conv,X,conv,X,simple,NA
r34199,l378274,émule,l378275,émuler,Nm,V,conv,X,conv,X,simple,NA
r34206,l378287,émulsion,l378292,émulsionner,Nf,V,conv,X,conv,X,simple,NA
r34238,l378450,énoncé,l378442,énoncer,Nm,V,conv,X,NA,X,simple,des2as
r34280,l378633,épargne,l378636,épargner,Nf,V,conv,X,conv,X,simple,NA
r34289,l378656,épate,l378658,épater,Nf,V,conv,X,conv,X,simple,NA
r34297,l378668,épaule,l378671,épauler,Nf,V,conv,X,conv,X,simple,NA
r34310,l378737,éperon,l378741,éperonner,Nm,V,conv,X,conv,X,simple,NA
r34324,l378819,épi,l378949,épier,Nm,V,conv,X,conv,X,simple,NA
r34331,l378850,épice,l378855,épicer,Nf,V,conv,X,conv,X,simple,NA
r34396,l379099,épine,l379104,épiner,Nf,V,conv,X,conv,X,simple,NA
r34399,l379121,épingle,l379123,épingler,Nf,V,conv,X,conv,X,simple,NA
r34455,l379449,éponge,l379452,éponger,Nf,V,conv,X,conv,X,simple,NA
r34463,l379465,épontille,l379466,épontiller,Nf,V,conv,X,conv,X,simple,NA
r34486,l379522,épouti,l379526,époutir,Nm,V,conv,X,conv,X,simple,NA
r34488,l379531,épouvante,l379533,épouvanter,Nf,V,conv,X,conv,X,simple,NA
r34490,l379538,époux,l379505,épouser,Nm,V,conv,X,conv,X,simple,NA
r34492,l379559,épreuve,l379571,éprouver,Nf,V,conv,X,conv,X,simple,NA
r34511,l379613,épure,l379615,épurer,Nf,V,conv,X,NA,X,simple,des2as
r34528,l379691,équerre,l379692,équerrer,Nf,V,conv,X,conv,X,simple,NA
r34534,l379736,équilibre,l379737,équilibrer,Nm,V,conv,X,conv,X,simple,NA
r34541,l379764,équipe,l379769,équiper,Nf,V,conv,X,conv,X,simple,NA
r34549,l379832,équivoque,l379833,équivoquer,Nf,V,conv,X,conv,X,simple,NA
r34586,l380149,étable,l380150,établer,Nf,V,conv,X,conv,X,simple,NA
r34587,l380155,établi,l380156,établir,Nm,V,conv,X,NA,X,simple,des2as
r34591,l380161,étage,l380163,étager,Nm,V,conv,X,conv,X,simple,NA
r34594,l380173,étai,l380347,étayer,Nm,V,conv,X,conv,X,simple,NA
r34597,l380191,étal,l380200,étaler,Nm,V,conv,X,conv,X,simple,NA
r34612,l380216,étalon,l380223,étalonner,Nm,V,conv,X,conv,X,simple,NA
r34627,l380243,étampe,l380244,étamper,Nf,V,conv,X,conv,X,simple,NA
r34633,l380284,étançon,l380286,étançonner,Nm,V,conv,X,conv,X,simple,NA
r34654,l380385,étendue,l380383,étendre,Nf,V,conv,X,NA,X,simple,des2as
r34674,l380543,étincelle,l380542,étinceler,Nf,V,conv,X,conv,X,simple,NA
r34687,l380565,étiquette,l380562,étiqueter,Nf,V,conv,X,conv,X,simple,NA
r34692,l380569,étire,l380571,étirer,Nf,V,conv,X,conv,X,simple,NA
r34700,l380588,étoffe,l380590,étoffer,Nf,V,conv,X,conv,X,simple,NA
r34702,l380601,étoile,l380604,étoiler,Nf,V,conv,X,conv,X,simple,NA
r34717,l380648,étoupe,l380650,étouper,Nf,V,conv,X,conv,X,simple,NA
r34719,l380654,étoupille,l380655,étoupiller,Nf,V,conv,X,conv,X,simple,NA
r34730,l380724,étrape,l380725,étraper,Nf,V,conv,X,conv,X,simple,NA
r34732,l380739,étreinte,l380738,étreindre,Nf,V,conv,X,NA,X,simple,des2as
r34734,l380755,étrenne,l380756,étrenner,Nf,V,conv,X,conv,X,simple,NA
r34739,l380798,étrille,l380799,étriller,Nf,V,conv,X,conv,X,simple,NA
r34750,l380817,étrive,l380818,étriver,Nf,V,conv,X,conv,X,simple,NA
r34754,l380884,étrésillon,l380887,étrésillonner,Nm,V,conv,X,conv,X,simple,NA
r34757,l380897,étude,l380905,étudier,Nf,V,conv,X,conv,X,simple,NA
r34763,l380914,étuve,l189394,etuver,Nf,V,conv,X,conv,X,simple,NA
r34771,l380923,étuvée,l189394,etuver,Nf,V,conv,X,NA,X,simple,des2as
r34812,l381054,éveil,l381058,éveiller,Nm,V,conv,X,conv,X,simple,NA
r34817,l381068,évent,l381085,éventer,Nm,V,conv,X,NA,X,simple,des2as
r36259,l89338,abaisse,l89341,abaisser,Nf,V,conv,X,NA,X,simple,des2as
r36264,l89368,abandon,l89375,abandonner,Nm,V,conv,X,conv,X,simple,NA
r36278,l89403,abat,l89439,abattre,Nm,V,conv,X,conv,X,simple,NA
r36293,l89507,abcès,l89509,abcéder,Nm,V,conv,X,conv,X,simple,NA
r36322,l89732,ablution,l89733,ablutionner,Nf,V,conv,X,conv,X,simple,NA
r36325,l89747,aboi,l89893,aboyer,Nm,V,conv,X,conv,X,simple,NA
r36343,l89817,abord,l89823,aborder,Nm,V,conv,X,NA,X,simple,des2as
r36360,l89878,about,l89881,abouter,Nm,V,conv,X,NA,X,simple,des2as
